case,mu,signal,series,samples,relative_max_error,relative_l2_error,absolute_max_error,absolute_l2_error,max_error_time,wall_seconds,status,notes
IEEE39,20.3092,p,10,2403,3.062114511326e-02,1.524845087714e-02,6.265465992372e-01,7.992803740071e+00,1.775000000000e+00,0.066518,ok,
IEEE39,20.3092,q,10,2403,4.731067455336e-02,4.520364421047e-02,3.903446212852e-01,5.389003010014e+00,1.662500000000e+00,0.066518,ok,
IEEE39,20.3092,vmag,39,2403,9.995983909557e-03,3.237925066420e-03,1.129634046478e-02,1.701252144811e-01,1.666666666667e+00,0.066518,ok,
IEEE39,24.2446,omega,10,2403,4.503095790318e-02,5.325289296022e-02,4.341672414903e-04,6.059571345407e-03,1.608333333333e+00,0.065051,ok,
IEEE39,24.2446,p,10,2403,2.691151957967e-02,1.263125277320e-02,5.506430608844e-01,6.620943020433e+00,1.758333333333e+00,0.065051,ok,
IEEE39,24.2446,q,10,2403,3.640365189720e-02,3.404076172785e-02,3.003544093877e-01,4.058207487884e+00,1.645833333333e+00,0.065051,ok,
IEEE39,24.2446,vmag,39,2403,7.708096880525e-03,2.545793072821e-03,8.710827016709e-03,1.337596095197e-01,1.654166666667e+00,0.065051,ok,
IEEE39,28.9427,omega,10,2403,3.714412561574e-02,4.429309846786e-02,3.581261271597e-04,5.040049006833e-03,1.583333333333e+00,0.067039,ok,
IEEE39,28.9427,p,10,2403,2.343714354736e-02,1.094817851454e-02,4.795530190370e-01,5.738723420696e+00,1.745833333333e+00,0.067039,ok,
IEEE39,28.9427,q,10,2403,2.857863372758e-02,2.622586656039e-02,2.357927902013e-01,3.126546018638e+00,1.629166666667e+00,0.067039,ok,
IEEE39,28.9427,vmag,39,2403,5.979330823487e-03,2.032402969698e-03,6.757169413720e-03,1.067853591541e-01,1.645833333333e+00,0.067039,ok,
IEEE39,34.5511,omega,10,2403,3.102756507134e-02,3.731880557864e-02,2.991531374071e-04,4.246454086505e-03,1.562500000000e+00,0.065091,ok,
IEEE39,34.5511,p,10,2403,2.023164960515e-02,9.589929673888e-03,4.139646381669e-01,5.026768055460e+00,1.737500000000e+00,0.065091,ok,
IEEE39,34.5511,q,10,2403,2.301762069641e-02,2.078961284040e-02,1.899107234984e-01,2.478456950335e+00,1.616666666667e+00,0.065091,ok,
IEEE39,34.5511,vmag,39,2403,4.690731734510e-03,1.647976224344e-03,5.300939175316e-03,8.658702807359e-02,1.641666666667e+00,0.065091,ok,
IEEE39,41.2463,omega,10,2403,2.621217715297e-02,3.168023577976e-02,2.527254399613e-04,3.604849206787e-03,1.545833333333e+00,0.064661,ok,
IEEE39,41.2463,p,10,2403,1.735105315223e-02,8.354822111568e-03,3.550240628006e-01,4.379359841797e+00,1.729166666667e+00,0.064661,ok,
IEEE39,41.2463,q,10,2403,1.898768577739e-02,1.694062736977e-02,1.566610724499e-01,2.019595841923e+00,1.608333333333e+00,0.064661,ok,
IEEE39,41.2463,vmag,39,2403,3.735114452673e-03,1.356055489942e-03,4.221007648081e-03,7.124909512799e-02,1.637500000000e+00,0.064661,ok,
IEEE39,49.2388,omega,10,2403,2.231341365434e-02,2.700911871731e-02,2.151354025239e-04,3.073329405153e-03,1.529166666667e+00,0.064654,ok,
IEEE39,49.2388,p,10,2403,1.482819636971e-02,7.220607030488e-03,3.034032846878e-01,3.784836593820e+00,1.725000000000e+00,0.064654,ok,
IEEE39,49.2388,q,10,2403,1.595000248107e-02,1.411021902553e-02,1.315981591205e-01,1.682165545027e+00,1.600000000000e+00,0.064654,ok,
IEEE39,49.2388,vmag,39,2403,3.119592038330e-03,1.130164408032e-03,3.525413215453e-03,5.938045457238e-02,1.291666666667e+00,0.064654,ok,
IEEE39,58.7802,omega,10,2403,1.909980560576e-02,2.310079439532e-02,1.841513105425e-04,2.628606710223e-03,1.520833333333e+00,0.064800,ok,
IEEE39,58.7802,p,10,2403,1.265940907927e-02,6.204293351204e-03,2.590272074292e-01,3.252113903344e+00,1.720833333333e+00,0.064800,ok,
IEEE39,58.7802,q,10,2403,1.355414888372e-02,1.192798249463e-02,1.118307689080e-01,1.422007775914e+00,1.595833333333e+00,0.064800,ok,
IEEE39,58.7802,vmag,39,2403,2.691814213013e-03,9.514137609127e-04,3.041986671174e-03,4.998863988984e-02,1.291666666667e+00,0.064800,ok,
IEEE39,60,omega,10,2403,1.876314264934e-02,2.268862796479e-02,1.809053652216e-04,2.581706875244e-03,1.520833333333e+00,0.067059,ok,
IEEE39,60,p,10,2403,1.242903900211e-02,6.094550320540e-03,2.543135499914e-01,3.194589731675e+00,1.720833333333e+00,0.067059,ok,
IEEE39,60,q,10,2403,1.330714854183e-02,1.170540959740e-02,1.097928513381e-01,1.395473498997e+00,1.595833333333e+00,0.067059,ok,
IEEE39,60,vmag,39,2403,2.646008574261e-03,9.330814096719e-04,2.990222273069e-03,4.902543193326e-02,1.291666666667e+00,0.067059,ok,
IEEE39,70.1704,omega,10,2403,1.640083168304e-02,1.980483160533e-02,1.581290778953e-04,2.253563767624e-03,1.520833333333e+00,0.064543,ok,
IEEE39,70.1704,p,10,2403,1.081316422178e-02,5.316117804425e-03,2.212507483013e-01,2.786557573108e+00,1.716666666667e+00,0.064543,ok,
IEEE39,70.1704,q,10,2403,1.159454242621e-02,1.017341888939e-02,9.566270857602e-02,1.212835513035e+00,1.595833333333e+00,0.064543,ok,
IEEE39,70.1704,vmag,39,2403,2.320916988999e-03,8.070578225129e-04,2.622840206172e-03,4.240397240121e-02,1.291666666667e+00,0.064543,ok,
IEEE39,83.7678,omega,10,2403,1.410279932066e-02,1.700953661937e-02,1.359725345285e-04,1.935491106077e-03,1.520833333333e+00,0.064228,ok,
IEEE39,83.7678,p,10,2403,9.249570299152e-03,4.551252408473e-03,1.892576777878e-01,2.385636912598e+00,1.712500000000e+00,0.064228,ok,
IEEE39,83.7678,q,10,2403,9.954639708306e-03,8.719366538101e-03,8.213241733821e-02,1.039489035452e+00,1.591666666667e+00,0.064228,ok,
IEEE39,83.7678,vmag,39,2403,1.999990722839e-03,6.885547617364e-04,2.260165315992e-03,3.617765208257e-02,1.291666666667e+00,0.064228,ok,
IEEE39,100,omega,10,2403,1.213307715338e-02,1.462553808335e-02,1.169814031005e-04,1.664219285650e-03,1.520833333333e+00,0.067006,ok,
IEEE39,100,p,10,2403,7.923705966542e-03,3.896839367911e-03,1.621288494709e-01,2.042612231580e+00,1.712500000000e+00,0.067006,ok,
IEEE39,100,q,10,2403,8.563095284855e-03,7.492404030166e-03,7.065124768461e-02,8.932153275699e-01,1.591666666667e+00,0.067006,ok,
IEEE39,100,vmag,39,2403,1.722696280296e-03,5.898784168089e-04,1.946798221738e-03,3.099305577456e-02,1.291666666667e+00,0.067006,ok,
IEEE39,119.378,omega,10,2403,1.044209286992e-02,1.258769028322e-02,1.006777307839e-04,1.432335467710e-03,1.520833333333e+00,0.067750,ok,
IEEE39,119.378,p,10,2403,6.795616421304e-03,3.337994076897e-03,1.390467385442e-01,1.749681443520e+00,1.712500000000e+00,0.067750,ok,
IEEE39,119.378,q,10,2403,7.374302523500e-03,6.447385612014e-03,6.084291447865e-02,7.686322878769e-01,1.591666666667e+00,0.067750,ok,
IEEE39,119.378,vmag,39,2403,1.483546153078e-03,5.070254125650e-04,1.676537556685e-03,2.663984041958e-02,1.295833333333e+00,0.067750,ok,
IEEE39,142.51,omega,10,2403,8.984984510761e-03,1.083859454676e-02,8.662897974007e-05,1.233308338555e-03,1.520833333333e+00,0.068257,ok,
IEEE39,142.51,p,10,2403,5.832950706348e-03,2.860501356512e-03,1.193494043108e-01,1.499393356415e+00,1.708333333333e+00,0.068257,ok,
IEEE39,142.51,q,10,2403,6.354640245055e-03,5.552517349202e-03,5.243002056674e-02,6.619495669130e-01,1.591666666667e+00,0.068257,ok,
IEEE39,142.51,vmag,39,2403,1.359713366000e-03,4.368711346846e-04,1.536595622385e-03,2.295383431186e-02,1.166666666667e+00,0.068257,ok,
IEEE39,170.125,omega,10,2403,7.729164678860e-03,9.332763445690e-03,7.452095766784e-05,1.061961948081e-03,1.520833333333e+00,0.067558,ok,
IEEE39,170.125,p,10,2403,5.008848184005e-03,2.451460354485e-03,1.024872448165e-01,1.284985710866e+00,1.708333333333e+00,0.067558,ok,
IEEE39,170.125,q,10,2403,5.477514971478e-03,4.783998162593e-03,4.519315201718e-02,5.703296924044e-01,1.591666666667e+00,0.067558,ok,
IEEE39,170.125,vmag,39,2403,1.262697564243e-03,3.771590427874e-04,1.426959238711e-03,1.981647559208e-02,1.166666666667e+00,0.067558,ok,
IEEE39,203.092,omega,10,2403,6.648392599117e-03,8.037442026373e-03,6.410066339938e-05,9.145691564543e-04,1.520833333333e+00,0.064254,ok,
IEEE39,203.092,p,10,2403,4.302039421498e-03,2.101344660847e-03,8.802506109273e-02,1.101465034037e+00,1.708333333333e+00,0.064254,ok,
IEEE39,203.092,q,10,2403,4.722949994542e-03,4.124101190642e-03,3.896748766262e-02,4.916593367228e-01,1.591666666667e+00,0.064254,ok,
IEEE39,203.092,vmag,39,2403,1.179151777935e-03,3.262475984666e-04,1.332545156508e-03,1.714151548431e-02,1.166666666667e+00,0.064254,ok,
IEEE39,240,omega,10,2403,5.767202538674e-03,6.978950769867e-03,5.560464475830e-05,7.941249339765e-04,1.520833333333e+00,0.066109,ok,
IEEE39,240,p,10,2403,3.726555062747e-03,1.816404293570e-03,7.624993751209e-02,9.521074073753e-01,1.708333333333e+00,0.066109,ok,
IEEE39,240,q,10,2403,4.106611667690e-03,3.587154764919e-03,3.388228536843e-02,4.276466679440e-01,1.591666666667e+00,0.066109,ok,
IEEE39,240,vmag,39,2403,1.111107725909e-03,2.850084773947e-04,1.255649396646e-03,1.497475307522e-02,1.166666666667e+00,0.066109,ok,
IEEE39,242.446,omega,10,2403,5.717913531456e-03,6.921841321498e-03,5.512942341511e-05,7.876265306475e-04,1.520833333333e+00,0.067390,ok,
IEEE39,242.446,p,10,2403,3.694466401894e-03,1.800994547593e-03,7.559336372109e-02,9.440300573371e-01,1.708333333333e+00,0.067390,ok,
IEEE39,242.446,q,10,2403,4.072068448785e-03,3.557164024907e-03,3.359728077213e-02,4.240712883254e-01,1.591666666667e+00,0.067390,ok,
IEEE39,242.446,vmag,39,2403,1.107477516941e-03,2.827512685815e-04,1.251546941417e-03,1.485615609549e-02,1.166666666667e+00,0.067390,ok,
IEEE39,289.427,omega,10,2403,4.917082780944e-03,5.957308044243e-03,4.740819131079e-05,6.778736536929e-04,1.520833333333e+00,0.064293,ok,
IEEE39,289.427,p,10,2403,3.171311882330e-03,1.542525298063e-03,6.488897353920e-02,8.085478368163e-01,1.708333333333e+00,0.064293,ok,
IEEE39,289.427,q,10,2403,3.510779654573e-03,3.070117828752e-03,2.896627384026e-02,3.660075312338e-01,1.595833333333e+00,0.064293,ok,
IEEE39,289.427,vmag,39,2403,1.046108366077e-03,2.455122993838e-04,1.182194406593e-03,1.289956738764e-02,1.166666666667e+00,0.064293,ok,
IEEE39,345.511,omega,10,2403,4.229791050071e-03,5.130302479029e-03,4.078164884341e-05,5.837698605110e-04,1.520833333333e+00,0.066373,ok,
IEEE39,345.511,p,10,2403,2.722015034625e-03,1.321513882286e-03,5.569580290708e-02,6.926999461122e-01,1.708333333333e+00,0.066373,ok,
IEEE39,345.511,q,10,2403,3.027387909515e-03,2.652819473573e-03,2.497796952124e-02,3.162588410250e-01,1.595833333333e+00,0.066373,ok,
IEEE39,345.511,vmag,39,2403,9.931370696186e-04,2.137995958033e-04,1.122332185417e-03,1.123333658003e-02,1.166666666667e+00,0.066373,ok,
IEEE39,412.463,omega,10,2403,3.640447748385e-03,4.417324166232e-03,3.509947889859e-05,5.026410670510e-04,1.504166666667e+00,0.067439,ok,
IEEE39,412.463,p,10,2403,2.334957536649e-03,1.131534551414e-03,4.777612654719e-02,5.931181906564e-01,1.708333333333e+00,0.067439,ok,
IEEE39,412.463,q,10,2403,2.610948951270e-03,2.295471519898e-03,2.154207035093e-02,2.736572049929e-01,1.591666666667e+00,0.067439,ok,
IEEE39,412.463,vmag,39,2403,9.481684653448e-04,1.867657367109e-04,1.071513709848e-03,9.812938954390e-03,1.166666666667e+00,0.067439,ok,
IEEE39,492.388,omega,10,2403,3.135842339635e-03,3.805816140110e-03,3.023431172118e-05,4.330584339470e-04,1.504166666667e+00,0.117005,ok,
IEEE39,492.388,p,10,2403,2.003003682115e-03,9.689934266052e-04,4.098393906065e-02,5.079187614976e-01,1.708333333333e+00,0.117005,ok,
IEEE39,492.388,q,10,2403,2.425568468963e-03,1.990765660208e-03,2.001255772311e-02,2.373313550815e-01,1.008333333333e+00,0.117005,ok,
IEEE39,492.388,vmag,39,2403,9.086465789393e-04,1.638323621284e-04,1.026850504236e-03,8.607986650182e-03,1.166666666667e+00,0.117005,ok,
IEEE39,587.802,omega,10,2403,2.703149186592e-03,3.279772094053e-03,2.606248857070e-05,3.732006262165e-04,1.504166666667e+00,0.066982,ok,
IEEE39,587.802,p,10,2403,1.717726246619e-03,8.296701702275e-04,3.514680898637e-02,4.348894778263e-01,1.708333333333e+00,0.066982,ok,
IEEE39,587.802,q,10,2403,2.425568468935e-03,1.731104775580e-03,2.001255772288e-02,2.063755922602e-01,1.008333333333e+00,0.066982,ok,
IEEE39,587.802,vmag,39,2403,8.757813703197e-04,1.444383032539e-04,9.897099296438e-04,7.588995055876e-03,1.166666666667e+00,0.066982,ok,
IEEE39,701.704,omega,10,2403,2.332662891713e-03,2.829214406263e-03,2.249043458501e-05,3.219323043917e-04,1.504166666667e+00,0.067012,ok,
IEEE39,701.704,p,10,2403,1.473042942731e-03,7.105993429115e-04,3.014028518152e-02,3.724759407678e-01,1.708333333333e+00,0.067012,ok,
IEEE39,701.704,q,10,2403,2.425568469005e-03,1.511102561586e-03,2.001255772346e-02,1.801477822211e-01,1.008333333333e+00,0.067012,ok,
IEEE39,701.704,vmag,39,2403,8.468826199819e-04,1.281214394691e-04,9.570518015618e-04,6.731683693167e-03,1.166666666667e+00,0.067012,ok,
IEEE39,837.678,omega,10,2403,2.015242590916e-03,2.442975780652e-03,1.943001786710e-05,2.779827576508e-04,1.504166666667e+00,0.118193,ok,
IEEE39,837.678,p,10,2403,1.263167595356e-03,6.087474526623e-04,2.584597532881e-02,3.190880801992e-01,1.708333333333e+00,0.118193,ok,
IEEE39,837.678,q,10,2403,2.425568468973e-03,1.324826916098e-03,2.001255772320e-02,1.579407227736e-01,1.008333333333e+00,0.118193,ok,
IEEE39,837.678,vmag,39,2403,8.231185696907e-04,1.144505882126e-04,9.301963358728e-04,6.013397613515e-03,1.166666666667e+00,0.118193,ok,
IEEE39,1000,omega,10,2403,1.745129777864e-03,2.112850601989e-03,1.682571761691e-05,2.404182806463e-04,1.495833333333e+00,0.074247,ok,
IEEE39,1000,p,10,2403,1.084368339170e-03,5.218078369736e-04,2.218752083616e-02,2.735168093182e-01,1.695833333333e+00,0.074247,ok,
IEEE39,1000,q,10,2403,2.425568468957e-03,1.168446448962e-03,2.001255772306e-02,1.392976504544e-01,1.008333333333e+00,0.074247,ok,
IEEE39,1000,vmag,39,2403,8.013682180717e-04,1.030779193016e-04,9.056165266874e-04,5.415861321597e-03,1.166666666667e+00,0.074247,ok,
IEEE39,1193.78,omega,10,2403,1.514492782449e-03,1.832198972097e-03,1.460202456778e-05,2.084833287592e-04,1.495833333333e+00,0.115133,ok,
IEEE39,1193.78,p,10,2403,9.314330523224e-04,4.481528740359e-04,1.905827522750e-02,2.349089751200e-01,1.695833333333e+00,0.115133,ok,
IEEE39,1193.78,q,10,2403,2.425568468913e-03,1.037790652519e-03,2.001255772270e-02,1.237213735280e-01,1.008333333333e+00,0.115133,ok,
IEEE39,1193.78,vmag,39,2403,7.839343265689e-04,9.370509534064e-05,8.859146968502e-04,4.923399743906e-03,1.166666666667e+00,0.115133,ok,
IEEE39,1425.1,omega,10,2403,1.317678493882e-03,1.592587361561e-03,1.270443409376e-05,1.812182626093e-04,1.495833333333e+00,0.067055,ok,
IEEE39,1425.1,p,10,2403,8.007402884849e-04,3.853305268777e-04,1.638413922036e-02,2.019792896476e-01,1.695833333333e+00,0.067055,ok,
IEEE39,1425.1,q,10,2403,2.425568468963e-03,9.295825169131e-04,2.001255772311e-02,1.108212195985e-01,1.008333333333e+00,0.067055,ok,
IEEE39,1425.1,vmag,39,2403,7.699716756928e-04,8.602357023574e-05,8.701356740431e-04,4.519801427328e-03,1.166666666667e+00,0.067055,ok,
IEEE39,1701.25,omega,10,2403,1.149563712786e-03,1.389042058148e-03,1.108355072461e-05,1.580571305188e-04,1.495833333333e+00,0.064842,ok,
IEEE39,1701.25,p,10,2403,6.888437645438e-04,3.320983887272e-04,1.409459758883e-02,1.740765186495e-01,1.695833333333e+00,0.064842,ok,
IEEE39,1701.25,q,10,2403,2.425568468768e-03,8.400459281187e-04,2.001255772150e-02,1.001470150084e-01,1.008333333333e+00,0.064842,ok,
IEEE39,1701.25,vmag,39,2403,7.569027364357e-04,7.973021362424e-05,8.553666239228e-04,4.189139469013e-03,1.166666666667e+00,0.064842,ok,
IEEE39,2030.92,omega,10,2403,1.007573935119e-03,1.217944569955e-03,9.714552307517e-06,1.385881894136e-04,1.470833333333e+00,0.114960,ok,
IEEE39,2030.92,p,10,2403,6.018189770803e-04,2.871110970051e-04,1.231396252660e-02,1.504954613717e-01,1.004166666667e+00,0.114960,ok,
IEEE39,2030.92,q,10,2403,2.425568469067e-03,7.667830852792e-04,2.001255772397e-02,9.141290324643e-02,1.008333333333e+00,0.114960,ok,
IEEE39,2030.92,vmag,39,2403,7.450340800522e-04,7.460907045973e-05,8.419539989546e-04,3.920067281925e-03,1.166666666667e+00,0.114960,ok,
IEEE39,2424.46,omega,10,2403,8.899732587864e-04,1.073146179500e-03,8.580702093840e-06,1.221117854309e-04,1.470833333333e+00,0.064316,ok,
IEEE39,2424.46,p,10,2403,6.018189770801e-04,2.493586529703e-04,1.231396252659e-02,1.307067052344e-01,1.004166666667e+00,0.064316,ok,
IEEE39,2424.46,q,10,2403,2.425568468935e-03,7.080491528159e-04,2.001255772288e-02,8.441087178717e-02,1.008333333333e+00,0.064316,ok,
IEEE39,2424.46,vmag,39,2403,7.361453123944e-04,7.050572702234e-05,8.319089101786e-04,3.704471748349e-03,1.166666666667e+00,0.064316,ok,
IEEE39,2894.27,omega,10,2403,7.864327923394e-04,9.521602971957e-04,7.582413787459e-06,1.083449730596e-04,1.470833333333e+00,0.064194,ok,
IEEE39,2894.27,p,10,2403,6.018189770811e-04,2.176088549017e-04,1.231396252661e-02,1.140643651834e-01,1.004166666667e+00,0.064194,ok,
IEEE39,2894.27,q,10,2403,2.425568468980e-03,6.601163270694e-04,2.001255772326e-02,7.869650634743e-02,1.008333333333e+00,0.064194,ok,
IEEE39,2894.27,vmag,39,2403,7.269357804171e-04,6.721088390776e-05,8.215013295264e-04,3.531355978202e-03,1.166666666667e+00,0.064194,ok,
IEEE39,3455.11,omega,10,2403,7.005687982437e-04,8.495098404775e-04,6.754553684193e-06,9.666452282403e-05,1.470833333333e+00,0.067965,ok,
IEEE39,3455.11,p,10,2403,6.018189770799e-04,1.912597970265e-04,1.231396252659e-02,1.002529393521e-01,1.004166666667e+00,0.067965,ok,
IEEE39,3455.11,q,10,2403,2.425568469054e-03,6.222159975588e-04,2.001255772386e-02,7.417817616897e-02,1.008333333333e+00,0.067965,ok,
IEEE39,3455.11,vmag,39,2403,7.213940167573e-04,6.460632941400e-05,8.152386494699e-04,3.394508959575e-03,1.166666666667e+00,0.067965,ok,
IEEE39,4124.63,omega,10,2403,6.260483191027e-04,7.643677837660e-04,6.036062397982e-06,8.697632865356e-05,1.470833333333e+00,0.066281,ok,
IEEE39,4124.63,p,10,2403,6.018189770804e-04,1.692085593087e-04,1.231396252660e-02,8.869430846396e-02,1.004166666667e+00,0.066281,ok,
IEEE39,4124.63,q,10,2403,2.425568469021e-03,5.920093513140e-04,2.001255772359e-02,7.057705704729e-02,1.008333333333e+00,0.066281,ok,
IEEE39,4124.63,vmag,39,2403,7.141772921607e-04,6.246908956070e-05,8.070831163256e-04,3.282215320599e-03,1.166666666667e+00,0.066281,ok,
IEEE39,4923.88,omega,10,2403,5.640930513403e-04,6.935411256223e-04,5.438718949102e-06,7.891706343206e-05,1.450000000000e+00,0.067020,ok,
IEEE39,4923.88,p,10,2403,6.018189770799e-04,1.512999350173e-04,1.231396252659e-02,7.930711757031e-02,1.004166666667e+00,0.067020,ok,
IEEE39,4923.88,q,10,2403,2.425568469026e-03,5.685799488920e-04,2.001255772363e-02,6.778389462907e-02,1.008333333333e+00,0.067020,ok,
IEEE39,4923.88,vmag,39,2403,7.095770964608e-04,6.081169043023e-05,8.018844908275e-04,3.195133199559e-03,1.166666666667e+00,0.067020,ok,
IEEE39,5878.02,omega,10,2403,5.118797847251e-04,6.356843166184e-04,4.935303277061e-06,7.233361899387e-05,1.450000000000e+00,0.066687,ok,
IEEE39,5878.02,p,10,2403,6.018189770808e-04,1.369268767816e-04,1.231396252661e-02,7.177316972554e-02,1.004166666667e+00,0.066687,ok,
IEEE39,5878.02,q,10,2403,2.425568469109e-03,5.500079113474e-04,2.001255772432e-02,6.556980839824e-02,1.008333333333e+00,0.066687,ok,
IEEE39,5878.02,vmag,39,2403,7.047629262759e-04,5.946005936704e-05,7.964440553530e-04,3.124116570141e-03,1.166666666667e+00,0.066687,ok,
IEEE39,7017.04,omega,10,2403,4.689518979654e-04,5.847435027461e-04,4.521412854886e-06,6.653713585664e-05,1.433333333333e+00,0.067248,ok,
IEEE39,7017.04,p,10,2403,6.018189770806e-04,1.250562532855e-04,1.231396252660e-02,6.555092691273e-02,1.004166666667e+00,0.067248,ok,
IEEE39,7017.04,q,10,2403,2.425568469043e-03,5.357824027527e-04,2.001255772377e-02,6.387389847826e-02,1.008333333333e+00,0.067248,ok,
IEEE39,7017.04,vmag,39,2403,7.012127375127e-04,5.837738631599e-05,7.924320299890e-04,3.067231379396e-03,1.012500000000e+00,0.067248,ok,
IEEE39,8376.78,omega,10,2403,4.328119326013e-04,5.460652319366e-04,4.172968366909e-06,6.213599014495e-05,1.420833333333e+00,0.065676,ok,
IEEE39,8376.78,p,10,2403,6.018189770804e-04,1.159076963432e-04,1.231396252660e-02,6.075551387478e-02,1.004166666667e+00,0.065676,ok,
IEEE39,8376.78,q,10,2403,2.425568469021e-03,5.252096656942e-04,2.001255772359e-02,6.261345780301e-02,1.008333333333e+00,0.065676,ok,
IEEE39,8376.78,vmag,39,2403,7.010509614760e-04,5.752596892026e-05,7.922492088474e-04,3.022496691566e-03,1.012500000000e+00,0.065676,ok,
IEEE39,10000,omega,10,2403,4.031558581620e-04,5.137706862406e-04,3.887038494832e-06,5.846123948194e-05,1.420833333333e+00,0.067302,ok,
IEEE39,10000,p,10,2403,6.018189770801e-04,1.087027038566e-04,1.231396252659e-02,5.697886198022e-02,1.004166666667e+00,0.067302,ok,
IEEE39,10000,q,10,2403,2.425568468971e-03,5.168894108545e-04,2.001255772318e-02,6.162154931514e-02,1.008333333333e+00,0.067302,ok,
IEEE39,10000,vmag,39,2403,7.011212209875e-04,5.684909760610e-05,7.923286082712e-04,2.986932904531e-03,1.012500000000e+00,0.067302,ok,
WECC240,10,omega,103,2403,1.805891883666e-01,4.132140147083e-01,3.015198895871e-04,7.455596833748e-03,3.591666666667e+00,0.368604,ok,
WECC240,10,p,103,2403,6.914075321668e-03,3.106885692139e-03,5.401813763769e-01,1.129899819978e+01,1.483333333333e+00,0.368604,ok,
WECC240,10,q,103,2403,8.805939356176e-02,1.221747010985e-01,1.894059985705e+00,3.564397551158e+01,1.775000000000e+00,0.368604,ok,
WECC240,10,vmag,243,2403,7.231262299278e-03,2.849366131014e-03,8.222157833390e-03,1.579826128820e-01,1.795833333333e+00,0.368604,ok,
WECC240,11.9378,omega,103,2403,1.527802863385e-01,3.475857665915e-01,2.550888870177e-04,6.271470106561e-03,3.591666666667e+00,0.417925,ok,
WECC240,11.9378,p,103,2403,6.003883390817e-03,2.602505546238e-03,4.690700987151e-01,9.464688564587e+00,1.487500000000e+00,0.417925,ok,
WECC240,11.9378,q,103,2403,7.948756659146e-02,1.124911541559e-01,1.709689485158e+00,3.281883980848e+01,1.775000000000e+00,0.417925,ok,
WECC240,11.9378,vmag,243,2403,6.489027794904e-03,2.473419008362e-03,7.378215380223e-03,1.371382896146e-01,1.800000000000e+00,0.417925,ok,
WECC240,14.251,omega,103,2403,1.090810316597e-01,2.342263596932e-01,1.821266318298e-04,4.226132811447e-03,3.591666666667e+00,0.364810,ok,
WECC240,14.251,p,103,2403,4.829663987505e-03,1.994817263462e-03,3.773309399787e-01,7.254672009910e+00,1.495833333333e+00,0.364810,ok,
WECC240,14.251,q,103,2403,7.146592924249e-02,1.026559748245e-01,1.537152953756e+00,2.994946596850e+01,1.779166666667e+00,0.364810,ok,
WECC240,14.251,vmag,243,2403,5.825647101020e-03,2.107276390671e-03,6.623932027884e-03,1.168375754310e-01,1.800000000000e+00,0.364810,ok,
WECC240,17.0125,omega,103,2403,8.121147948776e-02,1.799769282642e-01,1.355943650328e-04,3.247313422953e-03,3.583333333333e+00,0.364811,ok,
WECC240,17.0125,p,103,2403,4.078923316675e-03,1.582336473192e-03,3.186772357588e-01,5.754578292751e+00,1.504166666667e+00,0.364811,ok,
WECC240,17.0125,q,103,2403,6.185003117064e-02,9.133509987340e-02,1.330325640646e+00,2.664664643305e+01,1.783333333333e+00,0.364811,ok,
WECC240,17.0125,vmag,243,2403,5.028184102119e-03,1.771248840567e-03,5.717193152722e-03,9.820658596705e-02,1.808333333333e+00,0.364811,ok,
WECC240,20.3092,omega,103,2403,6.165240456757e-02,1.376185507772e-01,1.029376475199e-04,2.483043640627e-03,3.583333333333e+00,0.368212,ok,
WECC240,20.3092,p,103,2403,3.422995040650e-03,1.228783433787e-03,2.674310137459e-01,4.468790674022e+00,1.512500000000e+00,0.368212,ok,
WECC240,20.3092,q,103,2403,5.195318427874e-02,7.916768404610e-02,1.117455429708e+00,2.309685201663e+01,1.791666666667e+00,0.368212,ok,
WECC240,20.3092,vmag,243,2403,4.215031594389e-03,1.444996398921e-03,4.792614844749e-03,8.011757570282e-02,1.812500000000e+00,0.368212,ok,
WECC240,24.2446,omega,103,2403,4.504889777821e-02,1.026246673462e-01,7.521568044557e-05,1.851651003346e-03,3.583333333333e+00,0.368791,ok,
WECC240,24.2446,p,103,2403,2.847937772022e-03,9.352681148163e-04,2.225030642500e-01,3.401345846858e+00,1.516666666667e+00,0.368791,ok,
WECC240,24.2446,q,103,2403,4.262133340407e-02,6.734365443956e-02,9.167376570841e-01,1.964723914298e+01,1.808333333333e+00,0.368791,ok,
WECC240,24.2446,vmag,243,2403,3.453820024472e-03,1.163261922780e-03,3.927094910133e-03,6.449685634519e-02,1.820833333333e+00,0.368791,ok,
WECC240,28.9427,omega,103,2403,3.359115153412e-02,7.516600197047e-02,5.608530828053e-05,1.356215874459e-03,1.712500000000e+00,0.364585,ok,
WECC240,28.9427,p,103,2403,2.350057763947e-03,7.019312668138e-04,1.836048030191e-01,2.552755687203e+00,1.525000000000e+00,0.364585,ok,
WECC240,28.9427,q,103,2403,3.429742515748e-02,5.622789083686e-02,7.376996135904e-01,1.640426001486e+01,1.845833333333e+00,0.364585,ok,
WECC240,28.9427,vmag,243,2403,2.773314467807e-03,9.450998392746e-04,3.153340085342e-03,5.240089731460e-02,1.837500000000e+00,0.364585,ok,
WECC240,34.5511,omega,103,2403,2.670549276355e-02,5.480520678756e-02,4.458870047684e-05,9.888472115030e-04,1.708333333333e+00,0.369133,ok,
WECC240,34.5511,p,103,2403,1.922743185838e-03,5.241447168538e-04,1.502196623879e-01,1.906188640007e+00,1.529166666667e+00,0.369133,ok,
