t,accepted_steps,residual_evals,jacobian_evals,error_test_failures,accepted_steps_faults,residual_evals_faults,jacobian_evals_faults,error_test_failures_faults
1.63,0.302626356989,0.332577513883,0.811984464065,0.411256470706,2000,2000,2000,1988
1.64,0.304136225484,0.334259958833,0.813017392789,0.413539857105,2000,2000,2000,1988
1.65,0.305746084047,0.336020499936,0.814118857073,0.416442516506,2000,2000,2000,1988
1.66,0.30729663367,0.337655402324,0.815035723263,0.419625648157,2000,2000,2000,1988
1.67,0.308830450744,0.339236355041,0.815827362412,0.42204298286,2000,2000,2000,1988
1.68,0.310380956207,0.340804343271,0.816487826811,0.424330164628,2000,2000,2000,1988
1.69,0.311877592044,0.3424399016,0.817540389009,0.42594170336,2000,2000,2000,1988
1.7,0.313431237308,0.344024966105,0.818437565549,0.427057869536,2000,2000,2000,1988
1.71,0.314985134274,0.345620594696,0.819268545768,0.428781028333,2000,2000,2000,1988
1.72,0.316446567643,0.347017237501,0.819907859688,0.429849625163,2000,2000,2000,1988
1.73,0.317890426578,0.348457638794,0.820545311762,0.431255467835,2000,2000,2000,1988
1.74,0.319323277449,0.349829735943,0.821068419915,0.432327084272,2000,2000,2000,1988
1.75,0.320728248174,0.351192774656,0.821507207339,0.433385267929,2000,2000,2000,1988
1.76,0.322145916037,0.352524812742,0.821809615302,0.434443560105,2000,2000,2000,1988
1.77,0.323565070875,0.353882522393,0.822275099687,0.435632322644,2000,2000,2000,1988
1.78,0.324942566355,0.355317321253,0.823105060852,0.436493207032,2000,2000,2000,1988
1.79,0.326401628383,0.356827124643,0.824003929759,0.437662396562,2000,2000,2000,1988
1.8,0.327927597222,0.358523791989,0.825260989371,0.439232144614,2000,2000,2000,1988
1.81,0.329568305786,0.360343771977,0.826823977574,0.440820804519,2000,2000,2000,1988
1.82,0.331237689022,0.362140296401,0.828197309413,0.442731906419,2000,2000,2000,1988
1.83,0.33274507213,0.363665353351,0.829096905745,0.444572641589,2000,2000,2000,1988
1.84,0.334200288939,0.365169496523,0.830042791724,0.445710460465,2000,2000,2000,1988
1.85,0.335610964576,0.366627035204,0.830949100743,0.447259414022,2000,2000,2000,1988
1.86,0.337049984861,0.36812204233,0.831805806528,0.448261550534,2000,2000,2000,1988
1.87,0.338471725266,0.369559628315,0.832374485581,0.449566967998,2000,2000,2000,1988
1.88,0.339795793194,0.370884268642,0.832856992755,0.450504602817,2000,2000,2000,1988
1.89,0.341130127757,0.372188510415,0.833418774965,0.451603398932,2000,2000,2000,1988
1.9,0.342451948917,0.373494633957,0.833920101254,0.453134426856,2000,2000,2000,1988
1.91,0.343750253666,0.374720608194,0.834290179801,0.453613695349,2000,2000,2000,1988
1.92,0.345030392886,0.37591419336,0.834657844087,0.454133643186,2000,2000,2000,1988
1.93,0.346300589228,0.377115469759,0.835117593521,0.455281949737,2000,2000,2000,1988
1.94,0.34762269968,0.378504415856,0.836128686748,0.456448818013,2000,2000,2000,1988
1.95,0.34898616337,0.379937771613,0.837031732229,0.458129977663,2000,2000,2000,1988
1.96,0.350354029709,0.381387482396,0.837826768237,0.459435254114,2000,2000,2000,1988
1.97,0.351801591211,0.382881653137,0.838580122058,0.460630417144,2000,2000,2000,1988
1.98,0.353183777564,0.38435493482,0.839307634488,0.462341473852,2000,2000,2000,1988
1.99,0.354585410449,0.385819597073,0.839907421548,0.464200358141,2000,2000,2000,1988
2,0.355957979856,0.38720527341,0.840312524101,0.465847121986,2000,2000,2000,1988
2.01,0.357294514721,0.38853297656,0.840851446846,0.467071691844,2000,2000,2000,1988
2.02,0.358614566228,0.389819063123,0.841336487427,0.467794287929,2000,2000,2000,1988
2.03,0.35992209715,0.391100389991,0.841885099144,0.468581586341,2000,2000,2000,1988
2.04,0.361206694234,0.392318841457,0.842387605948,0.469340541223,2000,2000,2000,1988
2.05,0.362503190489,0.393567065462,0.842862024413,0.470354696368,2000,2000,2000,1988
2.06,0.363727796208,0.394751193083,0.843434510217,0.471104445838,2000,2000,2000,1988
2.07,0.364972401856,0.39595429003,0.843854601641,0.472401822128,2000,2000,2000,1988
2.08,0.366184453606,0.397138701827,0.844253929851,0.47367252342,2000,2000,2000,1988
2.09,0.367383412045,0.398298305838,0.844590358226,0.474472531789,2000,2000,2000,1988
2.1,0.368600902021,0.399458447737,0.844854163267,0.475392824121,2000,2000,2000,1988
2.11,0.36977129333,0.400554717341,0.845047758829,0.476048836998,2000,2000,2000,1988
2.12,0.370964060425,0.401687757019,0.845348833147,0.476657970209,2000,2000,2000,1988
2.13,0.372161843035,0.402824357495,0.845746212102,0.477296233374,2000,2000,2000,1988
2.14,0.373319660033,0.403926832538,0.846015779369,0.477913052927,2000,2000,2000,1988
2.15,0.37451417094,0.405064615297,0.846312373116,0.478466209021,2000,2000,2000,1988
2.16,0.375704440748,0.406295069859,0.846899992541,0.479910596647,2000,2000,2000,1988
2.17,0.376924865343,0.407632545104,0.847466177573,0.482708409411,2000,2000,2000,1988
2.18,0.378201871266,0.409083522835,0.848055588333,0.485393465229,2000,2000,2000,1988
2.19,0.379510794469,0.410584668743,0.848634206784,0.488773522878,2000,2000,2000,1988
2.2,0.380802316926,0.41203443763,0.849145046719,0.491628901883,2000,2000,2000,1988
2.21,0.382163094886,0.413462139491,0.849824666221,0.493359098219,2000,2000,2000,1988
2.22,0.383478479648,0.414752088206,0.850415862364,0.494754780768,2000,2000,2000,1988
2.23,0.384794273076,0.41599609196,0.850796320055,0.495969908197,2000,2000,2000,1988
2.24,0.386075429301,0.417234751619,0.851260411553,0.497022674877,2000,2000,2000,1988
2.25,0.387335738607,0.418419234297,0.851674917548,0.497584657353,2000,2000,2000,1988
2.26,0.388562505056,0.41957527816,0.852195671537,0.498235172881,2000,2000,2000,1988
2.27,0.389792626479,0.420758983392,0.85278819654,0.49911437742,2000,2000,2000,1988
2.28,0.391029030381,0.421969193986,0.853307419352,0.500091990444,2000,2000,2000,1988
2.29,0.392234878514,0.423094666958,0.853739310093,0.50101565319,2000,2000,2000,1988
2.3,0.393443391504,0.424217041702,0.854034779363,0.50200061802,2000,2000,2000,1988
2.31,0.394645699346,0.425369411362,0.854433608082,0.50249744502,2000,2000,2000,1988
2.32,0.395807745492,0.426495270058,0.854730146307,0.503132649836,2000,2000,2000,1988
2.33,0.397003206454,0.427677760335,0.855265841573,0.504036699172,2000,2000,2000,1988
2.34,0.398235802385,0.428949983531,0.855951075159,0.505088363146,2000,2000,2000,1988
2.35,0.399479626497,0.430311282854,0.856772142435,0.506697079381,2000,2000,2000,1988
2.36,0.400751005662,0.431621241471,0.857404112529,0.507945226504,2000,2000,2000,1988
2.37,0.402022472021,0.432944920629,0.858077416769,0.509035706915,2000,2000,2000,1988
2.38,0.403318038389,0.434259355382,0.858754456249,0.510088985856,2000,2000,2000,1988
2.39,0.404598269595,0.435524116829,0.85940283582,0.511044333539,2000,2000,2000,1988
2.4,0.405845194237,0.436757327506,0.860198764964,0.511962201895,2000,2000,2000,1988
2.41,0.407109940455,0.437995359298,0.860887919904,0.512852219682,2000,2000,2000,1988
2.42,0.408343659909,0.439173628519,0.861538505709,0.513704533479,2000,2000,2000,1988
2.43,0.409540038177,0.440333281307,0.861991811374,0.514806135264,2000,2000,2000,1988
2.44,0.410739851604,0.441494642082,0.86235186738,0.51555265441,2000,2000,2000,1988
2.45,0.41194897249,0.442643079217,0.862655399831,0.516181533903,2000,2000,2000,1988
2.46,0.413116620443,0.443778167558,0.862988227556,0.517019705592,2000,2000,2000,1988
2.47,0.414268551852,0.444881695474,0.863283379774,0.5179500485,2000,2000,2000,1988
2.48,0.415396892304,0.44596858056,0.863593497187,0.519295870547,2000,2000,2000,1988
2.49,0.416536761806,0.447045695141,0.863955177693,0.51996558969,2000,2000,2000,1988
2.5,0.417658541215,0.448105381849,0.864295687636,0.520447590639,2000,2000,2000,1988
2.51,0.418746356393,0.449139379498,0.864583022336,0.521194935559,2000,2000,2000,1988
2.52,0.419841525928,0.450213739336,0.864806964621,0.52181402347,2000,2000,2000,1988
2.53,0.420931879099,0.451274739547,0.865147347805,0.522478943051,2000,2000,2000,1988
2.54,0.422035553811,0.452338224943,0.865378293345,0.523443523024,2000,2000,2000,1988
2.55,0.423111722652,0.453379769262,0.865598553064,0.524259986217,2000,2000,2000,1988
2.56,0.424220917472,0.454431027534,0.865789950696,0.525350625975,2000,2000,2000,1988
2.57,0.425343459664,0.455491162583,0.866113506692,0.526683718978,2000,2000,2000,1988
2.58,0.426430142246,0.456555451575,0.866378108179,0.527753630467,2000,2000,2000,1988
2.59,0.427520115671,0.457592707104,0.866670174501,0.528538845437,2000,2000,2000,1988
2.6,0.428631347302,0.458641211636,0.866941303794,0.529244139895,2000,2000,2000,1988
2.61,0.429713096504,0.459664826218,0.867223439538,0.530191905592,2000,2000,2000,1988
2.62,0.430802286669,0.460702542294,0.867545202547,0.530773386277,2000,2000,2000,1988
2.63,0.431861609388,0.461707492043,0.867833067646,0.53139017031,2000,2000,2000,1988
2.64,0.432911972766,0.462697927795,0.868112988516,0.531714115018,2000,2000,2000,1988
2.65,0.433999752627,0.463705369429,0.868485674432,0.53234279885,2000,2000,2000,1988
2.66,0.435053874524,0.464685580331,0.868654546171,0.532950706224,2000,2000,2000,1988
2.67,0.436086758671,0.465648773844,0.868934604787,0.533544546915,2000,2000,2000,1988
2.68,0.437142028178,0.466627374662,0.869224766706,0.533995625228,2000,2000,2000,1988
2.69,0.438178391016,0.467589533595,0.869562915232,0.534601367599,2000,2000,2000,1988
2.7,0.439221149073,0.468569346705,0.86991583811,0.535222676451,2000,2000,2000,1988
2.71,0.4402790214,0.469619090423,0.870354037873,0.53616283462,2000,2000,2000,1988
2.72,0.441342859901,0.470680830855,0.870819186596,0.536785114823,2000,2000,2000,1988
2.73,0.442425798971,0.471786054777,0.871246122253,0.537598717872,2000,2000,2000,1988
2.74,0.44351619744,0.472872079579,0.871565420908,0.53894200459,2000,2000,2000,1988
2.75,0.444610482885,0.473980755636,0.871878411667,0.539992660157,2000,2000,2000,1988
2.76,0.445705481741,0.475114066629,0.872293493459,0.54139915957,2000,2000,2000,1988
2.77,0.446824133702,0.476297727559,0.872714964105,0.543348720752,2000,2000,2000,1988
2.78,0.447983832649,0.47754662417,0.873243746506,0.545895709887,2000,2000,2000,1988
2.79,0.449132549281,0.478827172752,0.873799597285,0.549043936625,2000,2000,2000,1988
2.8,0.450273504835,0.480022864829,0.874345831922,0.551153179291,2000,2000,2000,1988
2.81,0.451427814532,0.48119437992,0.874939142283,0.552536216791,2000,2000,2000,1988
2.82,0.452581993207,0.482350045864,0.875473028413,0.554485991624,2000,2000,2000,1988
2.83,0.453701573707,0.483482065413,0.875997656852,0.556498861382,2000,2000,2000,1988
2.84,0.454806668258,0.484628722371,0.876634286983,0.558876122934,2000,2000,2000,1988
2.85,0.455925463539,0.485804327565,0.877162637854,0.56155763759,2000,2000,2000,1988
2.86,0.457072136886,0.486979400933,0.87770582352,0.563160334702,2000,2000,2000,1988
2.87,0.458171430263,0.488083539259,0.878197425921,0.564587177001,2000,2000,2000,1988
2.88,0.459282710095,0.489164500702,0.878674304079,0.565532364655,2000,2000,2000,1988
2.89,0.460356191055,0.490170440156,0.879085050897,0.56632801414,2000,2000,2000,1988
2.9,0.461417247289,0.491176107217,0.879350487423,0.567311300932,2000,2000,2000,1988
2.91,0.462429654601,0.492155948663,0.879682725375,0.56860349449,2000,2000,2000,1988
2.92,0.463506915482,0.493222598477,0.880053441586,0.569348779506,2000,2000,2000,1988
2.93,0.464513340012,0.494240076825,0.880366862059,0.570640500998,2000,2000,2000,1988
2.94,0.465561317742,0.495333340081,0.880807038812,0.572662161073,2000,2000,2000,1988
2.95,0.466627086872,0.496402539964,0.881181231592,0.574984504915,2000,2000,2000,1988
2.96,0.467670222742,0.49744615765,0.881488801094,0.576481186587,2000,2000,2000,1988
2.97,0.468735641397,0.498552100367,0.881849726345,0.578467313807,2000,2000,2000,1988
2.98,0.469790398704,0.499631123467,0.882184548668,0.579717861749,2000,2000,2000,1988
2.99,0.470790140501,0.500623761103,0.882528602782,0.580402781696,2000,2000,2000,1988
3,0.471840412763,0.501649148781,0.882961995627,0.581099661139,2000,2000,2000,1988
3.01,0.472882648194,0.50265724384,0.883356316389,0.582086850792,2000,2000,2000,1988
3.02,0.473877925456,0.503607605975,0.883692585284,0.582761341125,2000,2000,2000,1988
3.03,0.47489284404,0.504589808692,0.884027296165,0.583949211234,2000,2000,2000,1988
3.04,0.475871100118,0.505539756143,0.884429046325,0.585126440002,2000,2000,2000,1988
3.05,0.476875743809,0.506528563997,0.884816524424,0.586203412173,2000,2000,2000,1988
3.06,0.477882734657,0.507520815667,0.885189107072,0.587478088364,2000,2000,2000,1988
3.07,0.478915822108,0.508592712767,0.88556504622,0.589203443898,2000,2000,2000,1988
3.08,0.479896360009,0.509619166854,0.885774477898,0.590789801431,2000,2000,2000,1988
3.09,0.480926198103,0.510660335664,0.885942747082,0.591738822038,2000,2000,2000,1988
3.1,0.481975044309,0.511703826054,0.886126610007,0.592491124447,2000,2000,2000,1988
3.11,0.48299179028,0.512682289735,0.886264910094,0.593006598479,2000,2000,2000,1988
3.12,0.483985937905,0.513627150605,0.886452669896,0.593559867543,2000,2000,2000,1988
