omega,Overhead_Yc_real_0_0,Overhead_Yc_imag_0_0,Overhead_Yc_real_0_1,Overhead_Yc_imag_0_1,Overhead_Yc_real_0_2,Overhead_Yc_imag_0_2,Overhead_Yc_real_0_3,Overhead_Yc_imag_0_3,Overhead_Yc_real_1_0,Overhead_Yc_imag_1_0,Overhead_Yc_real_1_1,Overhead_Yc_imag_1_1,Overhead_Yc_real_1_2,Overhead_Yc_imag_1_2,Overhead_Yc_real_1_3,Overhead_Yc_imag_1_3,Overhead_Yc_real_2_0,Overhead_Yc_imag_2_0,Overhead_Yc_real_2_1,Overhead_Yc_imag_2_1,Overhead_Yc_real_2_2,Overhead_Yc_imag_2_2,Overhead_Yc_real_2_3,Overhead_Yc_imag_2_3,Overhead_Yc_real_3_0,Overhead_Yc_imag_3_0,Overhead_Yc_real_3_1,Overhead_Yc_imag_3_1,Overhead_Yc_real_3_2,Overhead_Yc_imag_3_2,Overhead_Yc_real_3_3,Overhead_Yc_imag_3_3,Overhead_Zc_real_0_0,Overhead_Zc_imag_0_0,Overhead_Zc_real_0_1,Overhead_Zc_imag_0_1,Overhead_Zc_real_0_2,Overhead_Zc_imag_0_2,Overhead_Zc_real_0_3,Overhead_Zc_imag_0_3,Overhead_Zc_real_1_0,Overhead_Zc_imag_1_0,Overhead_Zc_real_1_1,Overhead_Zc_imag_1_1,Overhead_Zc_real_1_2,Overhead_Zc_imag_1_2,Overhead_Zc_real_1_3,Overhead_Zc_imag_1_3,Overhead_Zc_real_2_0,Overhead_Zc_imag_2_0,Overhead_Zc_real_2_1,Overhead_Zc_imag_2_1,Overhead_Zc_real_2_2,Overhead_Zc_imag_2_2,Overhead_Zc_real_2_3,Overhead_Zc_imag_2_3,Overhead_Zc_real_3_0,Overhead_Zc_imag_3_0,Overhead_Zc_real_3_1,Overhead_Zc_imag_3_1,Overhead_Zc_real_3_2,Overhead_Zc_imag_3_2,Overhead_Zc_real_3_3,Overhead_Zc_imag_3_3,Overhead_Alpha_0,Overhead_Alpha_1,Overhead_Alpha_2,Overhead_Alpha_3,Overhead_Beta_0,Overhead_Beta_1,Overhead_Beta_2,Overhead_Beta_3,Overhead_Tau_0,Overhead_Tau_1,Overhead_Tau_2,Overhead_Tau_3,Overhead_H_real_0,Overhead_H_imag_0,Overhead_H_real_1,Overhead_H_imag_1,Overhead_H_real_2,Overhead_H_imag_2,Overhead_H_real_3,Overhead_H_imag_3
3.5948425071659647e+07,2.4121425167531975e-03,2.1700937502316091e-06,-5.3599004448120515e-04,2.2104406617120473e-06,-5.1481086353951961e-04,2.3784815850104538e-06,-2.2856389253461115e-04,3.0004565462367326e-06,-5.3599004448120471e-04,2.2104406617120486e-06,2.4553768574525243e-03,2.5138609883409000e-06,-4.7986920183027982e-04,2.4906057379119003e-06,-3.3282568281923938e-04,3.3205769511822175e-06,-5.1481086353951961e-04,2.3784815850104522e-06,-4.7986920183027982e-04,2.4906057379119003e-06,2.5293157366591428e-03,2.7851779309827075e-06,-4.7580356187603638e-04,3.5703975351500047e-06,-2.2856389253461117e-04,3.0004565462367339e-06,-3.3282568281923949e-04,3.3205769511822179e-06,-4.7580356187603654e-04,3.5703975351500051e-06,2.2386706480964284e-03,4.9340680289844035e-06,4.8905616760367991e+02,-1.9802514789420655e+00,1.4957710902858460e+02,-2.0452197728941783e+00,1.4737593229715992e+02,-2.1395509113550011e+00,1.0347835267619620e+02,-2.3014352645238856e+00,1.4957710902858463e+02,-2.0452197728941779e+00,4.8413314188560571e+02,-2.1428291666719574e+00,1.4447205463871919e+02,-2.2187362495224461e+00,1.1793924832614290e+02,-2.4078926027391900e+00,1.4737593229715995e+02,-2.1395509113549989e+00,1.4447205463871921e+02,-2.2187362495224470e+00,4.7876992579894556e+02,-2.3345754257806144e+00,1.3826718283816356e+02,-2.5246322428526278e+00,1.0347835267619622e+02,-2.3014352645238856e+00,1.1793924832614293e+02,-2.4078926027391883e+00,1.3826718283816356e+02,-2.5246322428526264e+00,5.0416305708312888e+02,-2.7748676672089796e+00,6.1567817847384696e-06,2.1770791281800703e-06,1.2614390428212011e-03,1.4899616906456333e-05,1.2058563095237054e-01,1.2060018542421083e-01,1.2151136793270866e-01,1.2047975201797892e-01,5.3670504101137094e-05,5.3676982035816584e-05,5.4082533046936081e-05,5.3623379284211485e-05,8.2285851432962509e-01,-3.7957940478129615e-01,7.5993163614718384e-01,-5.9599387878007348e-01,-1.5349691652520167e-09,-7.6809490619828425e-10,2.3955734243279150e-01,7.5059080724497917e-01
3.7426556282645695e+07,2.4121888641327792e-03,2.1314576265639690e-06,-5.3594219709352832e-04,2.1718052277836267e-06,-5.1475901598690217e-04,2.3373683786798084e-06,-2.2849817011487533e-04,2.9489592922490749e-06,-5.3594219709352810e-04,2.1718052277836297e-06,2.4554311983589730e-03,2.4699133705529917e-06,-4.7981478154880409e-04,2.4477127364018243e-06,-3.3275228628407925e-04,3.2644267500635244e-06,-5.1475901598690217e-04,2.3373683786798084e-06,-4.7981478154880442e-04,2.4477127364018234e-06,2.5293765964929621e-03,2.7373214384836711e-06,-4.7572396523382819e-04,3.5108872744588601e-06,-2.2849817011487533e-04,2.9489592922490745e-06,-3.3275228628407925e-04,3.2644267500635244e-06,-4.7572396523382819e-04,3.5108872744588576e-06,2.2387802989057271e-03,4.8518943521151676e-06,4.8901385413631107e+02,-1.9450017679836760e+00,1.4953326872326386e+02,-2.0089756259868090e+00,1.4732993916861534e+02,-2.1017976516608066e+00,1.0342866031579952e+02,-2.2610982332109275e+00,1.4953326872326392e+02,-2.0089756259868086e+00,4.8408714269972251e+02,-2.1049453142913301e+00,1.4442426968273105e+02,-2.1796952156054772e+00,1.1788711052840264e+02,-2.3658746438966625e+00,1.4732993916861537e+02,-2.1017976516608057e+00,1.4442426968273102e+02,-2.1796952156054785e+00,4.7871954139502179e+02,-2.2936371649789420e+00,1.3821234858692176e+02,-2.4807919516346311e+00,1.0342866031579952e+02,-2.2610982332109262e+00,1.1788711052840266e+02,-2.3658746438966611e+00,1.3821234858692185e+02,-2.4807919516346297e+00,5.0410264039810431e+02,-2.7269404943261351e+00,6.2921866096749113e-06,2.1912856479279447e-06,1.2902737790426771e-03,1.5264838559946119e-05,1.2554375034550200e-01,1.2555902294578147e-01,1.2647930826179829e-01,1.2543334563343994e-01,5.3670447004482887e-05,5.3676976101165640e-05,5.4070401693011945e-05,5.3623248555882587e-05,-3.0877993105780749e-01,8.4987127835016518e-01,-1.0036544874653675e-01,9.6031643356428031e-01,9.5816400436392694e-10,-5.0281156506585566e-10,-6.7015719172347543e-01,-4.0552534131676410e-01
3.8965465451846629e+07,2.4122342934985250e-03,2.0934987095442062e-06,-5.3589522746604566e-04,2.1338183914412281e-06,-5.1470811618821791e-04,2.2969290987026374e-06,-2.2843367483689437e-04,2.8982930323896792e-06,-5.3589522746604534e-04,2.1338183914412314e-06,2.4554844785687753e-03,2.4267074067041893e-06,-4.7976135606516551e-04,2.4055170527856604e-06,-3.3268025057997422e-04,3.2091523530669643e-06,-5.1470811618821791e-04,2.2969290987026361e-06,-4.7976135606516622e-04,2.4055170527856626e-06,2.5294362823020970e-03,2.6902431209983086e-06,-4.7564583479425962e-04,3.4522737637957876e-06,-2.2843367483689429e-04,2.8982930323896766e-06,-3.3268025057997405e-04,3.2091523530669622e-06,-4.7564583479425934e-04,3.4522737637957847e-06,2.2388880196907478e-03,4.7709679274105382e-06,4.8897234473696813e+02,-1.9103684749906673e+00,1.4949025268732345e+02,-1.9733591568040190e+00,1.4728480911884421e+02,-2.0646924532108288e+00,1.0337989767070846e+02,-2.2214439606998750e+00,1.4949025268732353e+02,-1.9733591568040190e+00,4.8404201446607914e+02,-2.0677146929335635e+00,1.4437738039696251e+02,-2.1413204081138342e+00,1.1783594620416109e+02,-2.3245613463933865e+00,1.4728480911884429e+02,-2.0646924532108275e+00,1.4437738039696254e+02,-2.1413204081138346e+00,4.7867010678952306e+02,-2.2533929232355652e+00,1.3815853574255345e+02,-2.4376793055474297e+00,1.0337989767070846e+02,-2.2214439606998737e+00,1.1783594620416110e+02,-2.3245613463933852e+00,1.3815853574255354e+02,-2.4376793055474275e+00,5.0404333094385260e+02,-2.6798011379531035e+00,6.4307023328621369e-06,2.2059628966338032e-06,1.3197513337453828e-03,1.5640977474593826e-05,1.3070573914815614e-01,1.3072176128505683e-01,1.3165090634270926e-01,1.3059061227818872e-01,5.3670392541695891e-05,5.3676971551786964e-05,5.4058497109098998e-05,5.3623119144647549e-05,4.8071280380052389e-01,7.6349546503185328e-01,7.0464921396955416e-01,6.5978223509997125e-01,1.5779698394993983e-11,-6.7500939442413735e-10,-7.4593835160940769e-01,2.2315153611453026e-01
4.0567651653889172e+07,2.4122788884098560e-03,2.0562081151629711e-06,-5.3584914520916720e-04,2.0964730969706900e-06,-5.1465817272100295e-04,2.2571571278444285e-06,-2.2837037088039702e-04,2.8484496844618929e-06,-5.3584914520916785e-04,2.0964730969706824e-06,2.4555367843328022e-03,2.3842346018704225e-06,-4.7970893266139692e-04,2.3640121212886019e-06,-3.3260953514530523e-04,3.1547465588256023e-06,-5.1465817272100317e-04,2.2571571278444294e-06,-4.7970893266139594e-04,2.3640121212886036e-06,2.5294948826172607e-03,2.6439353596406109e-06,-4.7556912482527990e-04,3.3945510324183846e-06,-2.2837037088039721e-04,2.8484496844618934e-06,-3.3260953514530544e-04,3.1547465588256053e-06,-4.7556912482528023e-04,3.3945510324183867e-06,2.2389937164396440e-03,4.6912797042374525e-06,4.8893161297680865e+02,-1.8763435863499627e+00,1.4944804462910926e+02,-1.9383624903471015e+00,1.4724052517354613e+02,-2.0282274246305629e+00,1.0333204656038406e+02,-2.1824644915693501e+00,1.4944804462910906e+02,-1.9383624903471026e+00,4.8399772955763763e+02,-2.0311291975866603e+00,1.4433136921976549e+02,-2.1036038827010066e+00,1.1778573641780528e+02,-2.2839447743217733e+00,1.4724052517354599e+02,-2.0282274246305660e+00,1.4433136921976546e+02,-2.1036038827010044e+00,4.7862159297897023e+02,-2.2138345850534908e+00,1.3810572455803512e+02,-2.3952864271384717e+00,1.0333204656038399e+02,-2.1824644915693536e+00,1.1778573641780527e+02,-2.2839447743217756e+00,1.3810572455803498e+02,-2.3952864271384748e+00,5.0398513407246247e+02,-2.6334414013135796e+00,6.5724136153761952e-06,2.2211292211905657e-06,1.3498872958702926e-03,1.6028740189172649e-05,1.3607997484262185e-01,1.3609678070677450e-01,1.3703452338698638e-01,1.3595993081033500e-01,5.3670338526317343e-05,5.3676966808100489e-05,5.4046815253147255e-05,5.3622992810253316e-05,-8.8926609325675543e-01,1.3976035161483039e-01,-8.7931730148477683e-01,3.9773365612276751e-01,4.0073597375442721e-10,1.1492885215825384e-10,1.4918956539180939e-01,-7.5926764109696898e-01
4.2235716720619924e+07,2.4123226518481897e-03,2.0195768964775700e-06,-5.3580392651809191e-04,2.0597620117043961e-06,-5.1460916038444050e-04,2.2180454923256656e-06,-2.2830824200766248e-04,2.7994213794142647e-06,-5.3580392651809495e-04,2.0597620117043355e-06,2.4555881214351192e-03,2.3424862618208656e-06,-4.7965748502576925e-04,2.3231909604680682e-06,-3.3254012414290422e-04,3.1012023415388129e-06,-5.1460916038444169e-04,2.2180454923256550e-06,-4.7965748502576351e-04,2.3231909604680944e-06,2.5295524057535853e-03,2.5983901747103927e-06,-4.7549382141408579e-04,3.3377132454917462e-06,-2.2830824200766354e-04,2.7994213794142749e-06,-3.3254012414290503e-04,3.1012023415388201e-06,-4.7549382141408758e-04,3.3377132454917512e-06,2.2390974943871647e-03,4.6128206420429219e-06,4.8889164560735526e+02,-1.8429190913096152e+00,1.4940662849508385e+02,-1.9039777265478532e+00,1.4719707060022102e+02,-1.9923946365869383e+00,1.0328508910006857e+02,-2.1441518738271887e+00,1.4940662849508237e+02,-1.9039777265478615e+00,4.8395427353509746e+02,-1.9951807053194035e+00,1.4428621883492781e+02,-2.0665376472679924e+00,1.1773646253358730e+02,-2.2440169825605358e+00,1.4719707060021915e+02,-1.9923946365869614e+00,1.4428621883492781e+02,-2.0665376472679733e+00,4.7857398415383261e+02,-2.1749539904272308e+00,1.3805389558904253e+02,-2.3536054151207475e+00,1.0328508910006815e+02,-2.1441518738272163e+00,1.1773646253358740e+02,-2.2440169825605563e+00,1.3805389558904147e+02,-2.3536054151207702e+00,5.0392801466894491e+02,-2.5878529523099907e+00,6.7173919992865501e-06,2.2368056398134448e-06,1.3806981386839264e-03,1.6428418522604915e-05,1.4167518606055535e-01,1.4169281028428615e-01,1.4263886178694257e-01,1.4155001567550907e-01,5.3670285553890185e-05,5.3676962073234174e-05,5.4035351257029255e-05,5.3622867720922217e-05,1.2877037779193576e-01,8.8881644889450884e-01,3.9858539628514017e-01,8.7866577772631294e-01,3.6862655244460916e-11,-2.5195771278875414e-10,-7.3717604575284423e-01,-2.1842011279976009e-01
4.3972369466287248e+07,2.4123655651122808e-03,1.9835961052247205e-06,-5.3575953892735795e-04,2.0236776663544378e-06,-5.1456104526004221e-04,2.1795870183545654e-06,-2.2824727671766362e-04,2.7512005160178654e-06,-5.3575953892735795e-04,2.0236776663544438e-06,2.4556384739266536e-03,2.3014535856719135e-06,-4.7960697824955215e-04,2.2830463397053663e-06,-3.3247200745811355e-04,3.0485129445385589e-06,-5.1456104526004221e-04,2.1795870183545684e-06,-4.7960697824955286e-04,2.2830463397053621e-06,2.5296088382056525e-03,2.5535993430644010e-06,-4.7541991771036379e-04,3.2817548475177784e-06,-2.2824727671766351e-04,2.7512005160178633e-06,-3.3247200745811339e-04,3.0485129445385589e-06,-4.7541991771036368e-04,3.2817548475177792e-06,2.2391995015848742e-03,4.5355809133660850e-06,4.8885243301686410e+02,-1.8100870289401543e+00,1.4936598848568840e+02,-1.8701969976930291e+00,1.4715442892667795e+02,-1.9571861820448182e+00,1.0323900772807535e+02,-2.1064982029475758e+00,1.4936598848568858e+02,-1.8701969976930284e+00,4.8391163560814067e+02,-1.9598611273644815e+00,1.4424191219285353e+02,-2.0301137246357848e+00,1.1768810624845109e+02,-2.2047700630013449e+00,1.4715442892667815e+02,-1.9571861820448151e+00,1.4424191219285356e+02,-2.0301137246357870e+00,4.7852726816596686e+02,-2.1367429925557393e+00,1.3800302973381187e+02,-2.3126283927964510e+00,1.0323900772807542e+02,-2.1064982029475723e+00,1.1768810624845108e+02,-2.2047700630013414e+00,1.3800302973381196e+02,-2.3126283927964479e+00,5.0387192890968828e+02,-2.5430272481735154e+00,6.8657266506458746e-06,2.2530101999667188e-06,1.4122005389571666e-03,1.6840535097780994e-05,1.4750045992143671e-01,1.4751893902402005e-01,1.4847298329801847e-01,1.4736994689777236e-01,5.3670233998928774e-05,5.3676957894978092e-05,5.4024101079874644e-05,5.3622744896022220e-05,-7.0156793726771616e-01,5.5727857296688588e-01,-5.4771544396751881e-01,7.9400822280208982e-01,1.3320918529269945e-10,-7.6923968132829277e-11,-1.1705813935941377e-01,-7.5477725091078118e-01
4.5780430086455286e+07,2.4124077283229428e-03,1.9482570527776166e-06,-5.3571600278686654e-04,1.9882130289478461e-06,-5.1451384764369978e-04,2.1417750622598332e-06,-2.2818742184028306e-04,2.7037780410867058e-06,-5.3571600278686622e-04,1.9882130289478474e-06,2.4556879429637126e-03,2.2611282031267930e-06,-4.7955743264461174e-04,2.2435716794933398e-06,-3.3240511978365942e-04,2.9966698931053624e-06,-5.1451384764369967e-04,2.1417750622598319e-06,-4.7955743264461163e-04,2.2435716794933377e-06,2.5296642802468895e-03,2.5095553327410838e-06,-4.7534733306225393e-04,3.2266682762432023e-06,-2.2818742184028308e-04,2.7037780410867083e-06,-3.3240511978365942e-04,2.9966698931053607e-06,-4.7534733306225398e-04,3.2266682762432061e-06,2.2392994643818361e-03,4.4595510243497491e-06,4.8881394652289458e+02,-1.7778394197367882e+00,1.4932610903819821e+02,-1.8370124225422966e+00,1.4711258392481332e+02,-1.9225941298632276e+00,1.0319378496210282e+02,-2.0694953521451303e+00,1.4932610903819813e+02,-1.8370124225422950e+00,4.8386978593032143e+02,-1.9251623404014258e+00,1.4419843249533642e+02,-1.9943241057204872e+00,1.1764064933887984e+02,-2.1661958639353651e+00,1.4711258392481326e+02,-1.9225941298632274e+00,1.4419843249533639e+02,-1.9943241057204868e+00,4.7848141382549460e+02,-2.0991933878183193e+00,1.3795310797019488e+02,-2.2723472155633444e+00,1.0319378496210278e+02,-2.0694953521451289e+00,1.1764064933887981e+02,-2.1661958639353665e+00,1.3795310797019485e+02,-2.2723472155633457e+00,5.0381691889987297e+02,-2.4989560841048108e+00,7.0175070263145872e-06,2.2697792396167319e-06,1.4444115612341775e-03,1.7265969727383840e-05,1.5356525092927775e-01,1.5358462452143207e-01,1.5454632283500391e-01,1.5342918021238555e-01,5.3670182001968373e-05,5.3676952962264810e-05,5.4013061054480000e-05,5.3622626060135506e-05,8.4882484215355358e-01,-2.7993544064177051e-01,7.8003946974228755e-01,-5.6699254105413566e-01,-8.7559199012208387e-11,2.7830262025038342e-11,-2.1531110651672394e-01,7.2742285925403671e-01
4.7662834737792917e+07,2.4124490206378262e-03,1.9135506951879902e-06,-5.3567324109314444e-04,1.9533602515017193e-06,-5.1446748779964270e-04,2.1046019431510354e-06,-2.2812870412829812e-04,2.6571466665732037e-06,-5.3567324109314444e-04,1.9533602515017227e-06,2.4557364120501397e-03,2.2215010008462131e-06,-4.7950876648057125e-04,2.2047591491797865e-06,-3.3233950176896374e-04,2.9456666632214960e-06,-5.1446748779964259e-04,2.1046019431510350e-06,-4.7950876648057103e-04,2.2047591491797827e-06,2.5297186210474034e-03,2.4662493480285705e-06,-4.7527612858931401e-04,3.1724481175070918e-06,-2.2812870412829809e-04,2.6571466665732080e-06,-3.3233950176896385e-04,2.9456666632214944e-06,-4.7527612858931396e-04,3.1724481175070935e-06,2.2393979136987093e-03,4.3847214178412323e-06,4.8877619358337154e+02,-1.7461683226843474e+00,1.4928697482351114e+02,-1.8044161143692066e+00,1.4707151960251031e+02,-1.8886105313478114e+00,1.0314940380378704e+02,-2.0331354333053566e+00,1.4928697482351114e+02,-1.8044161143692046e+00,4.8382873079966174e+02,-1.8910762395869261e+00,1.4415576318206450e+02,-1.9591607547001728e+00,1.1759407407331425e+02,-2.1282864707864748e+00,1.4707151960251034e+02,-1.8886105313478110e+00,1.4415576318206442e+02,-1.9591607547001739e+00,4.7843642609006861e+02,-2.0622969664014565e+00,1.3790411177334846e+02,-2.2327539734720272e+00,1.0314940380378702e+02,-2.0331354333053540e+00,1.1759407407331419e+02,-2.1282864707864753e+00,1.3790411177334849e+02,-2.2327539734720268e+00,5.0376286375370370e+02,-2.4556307615980217e+00,7.1727923326780227e-06,2.2871156812851542e-06,1.4773499604008782e-03,1.7704241594774905e-05,1.5987941948795448e-01,1.5989972364590310e-01,1.6086869534476470e-01,1.5973753454168249e-01,5.3670133677108397e-05,5.3676949606730820e-05,5.4002224997233188e-05,5.3622504131932572e-05,6.1196310127732412e-01,-6.4838938666393486e-01,4.0332649813327931e-01,-8.7564495918952412e-01,-3.2220060071554492e-11,4.3633285504472684e-11,8.6387588954438710e-02,7.4834828309027002e-01
4.9622640306174919e+07,2.4124896203404659e-03,1.8794685050680487e-06,-5.3563130819289022e-04,1.9191124075675445e-06,-5.1442202058178330e-04,2.0680610873306373e-06,-2.2807104888032711e-04,2.6112970816745243e-06,-5.3563130819289043e-04,1.9191124075675411e-06,2.4557840600004381e-03,2.1825637216978244e-06,-4.7946103477321527e-04,2.1666022327795191e-06,-3.3227505999843709e-04,2.8954944257489504e-06,-5.1442202058178308e-04,2.0680610873306373e-06,-4.7946103477321538e-04,2.1666022327795217e-06,2.5297720375759055e-03,2.4236739140321820e-06,-4.7520618641788806e-04,3.1190863660036247e-06,-2.2807104888032711e-04,2.6112970816745213e-06,-3.3227505999843698e-04,2.8954944257489521e-06,-4.7520618641788822e-04,3.1190863660036226e-06,2.2394943441826055e-03,4.3110811395590481e-06,4.8873913321972117e+02,-1.7150658492273390e+00,1.4924857077038973e+02,-1.7724002674396520e+00,1.4703122023827362e+02,-1.8552275134122953e+00,1.0310584729684484e+02,-1.9974103099695495e+00,1.4924857077038970e+02,-1.7724002674396537e+00,4.8378842810265587e+02,-1.8575947661644236e+00,1.4411388797637508e+02,-1.9246157079924799e+00,1.1754836277205756e+02,-2.0910336986618017e+00,1.4703122023827353e+02,-1.8552275134122964e+00,1.4411388797637514e+02,-1.9246157079924791e+00,4.7839226153326996e+02,-2.0260455525458747e+00,1.3785602268389638e+02,-2.1938404609426563e+00,1.0310584729684484e+02,-1.9974103099695519e+00,1.1754836277205757e+02,-2.0910336986618017e+00,1.3785602268389636e+02,-2.1938404609426558e+00,5.0370985297444292e+02,-2.4130428846696299e+00,7.3317107744914747e-06,2.3050733123524851e-06,1.5110328467449767e-03,1.8157270794331775e-05,1.6645320365553806e-01,1.6647448292253988e-01,1.6745033226219833e-01,1.6630528013840998e-01,5.3670083696799999e-05,5.3676944844653653e-05,5.3991591331382249e-05,5.3622388204189242e-05,6.0715473496403083e-01,6.4979889785961376e-01,8.5539156135840821e-01,4.4406947583989981e-01,-2.6584628657219450e-11,-1.7160831570161454e-11,-7.4713709834289388e-01,-3.3266102845783060e-02
5.1663029370838478e+07,2.4125294485474943e-03,1.8460016460414401e-06,-5.3559014841991781e-04,1.8854618212139765e-06,-5.1437738880689152e-04,2.0321449841536693e-06,-2.2801445717692543e-04,2.5662212196443448e-06,-5.3559014841991759e-04,1.8854618212139742e-06,2.4558308103755839e-03,2.1443074692455157e-06,-4.7941417978009321e-04,2.1290933065037057e-06,-3.3221179953377692e-04,2.8461456740871601e-06,-5.1437738880689130e-04,2.0321449841536688e-06,-4.7941417978009332e-04,2.1290933065037086e-06,2.5298244553768456e-03,2.3818204948139667e-06,-4.7513751843538239e-04,3.0665764122443300e-06,-2.2801445717692535e-04,2.5662212196443423e-06,-3.3221179953377681e-04,2.8461456740871627e-06,-4.7513751843538234e-04,3.0665764122443296e-06,2.2395890242705757e-03,4.2386201410817163e-06,4.8870276627578761e+02,-1.6845241138509242e+00,1.4921088202172101e+02,-1.7409570332560131e+00,1.4699167032544085e+02,-1.8224371471636502e+00,1.0306309887444240e+02,-1.9623119968906495e+00,1.4921088202172106e+02,-1.7409570332560156e+00,4.8374887754915477e+02,-1.8247098425805712e+00,1.4407279081645694e+02,-1.8906809361540446e+00,1.1750349814732780e+02,-2.0544295089711926e+00,1.4699167032544079e+02,-1.8224371471636516e+00,1.4407279081645697e+02,-1.8906809361540431e+00,4.7834891855103194e+02,-1.9904309251001269e+00,1.3780882263356619e+02,-2.1555986127800071e+00,1.0306309887444239e+02,-1.9623119968906517e+00,1.1750349814732782e+02,-2.0544295089711917e+00,1.3780882263356614e+02,-2.1555986127800071e+00,5.0365781895629874e+02,-2.3711838122597944e+00,7.4943395862864214e-06,2.3236714257812518e-06,1.5454797286530849e-03,1.8625059104644067e-05,1.7329728739830491e-01,1.7331958491533261e-01,1.7430187437824607e-01,1.7314307044644894e-01,5.3670035074210700e-05,5.3676940597885718e-05,5.3981154880284843e-05,5.3622274204208597e-05,-2.6304300980554890e-01,-8.4710019089617616e-01,-5.8909640696597199e-01,-7.6243372806648368e-01,1.1273757641950456e-11,1.4332458435512405e-11,6.1448818913353687e-01,4.1643066920352562e-01
5.3787315372656353e+07,2.4125684253970612e-03,1.8131411817888308e-06,-5.3554969970445417e-04,1.8524006318358967e-06,-5.1433352677133831e-04,1.9968458649711572e-06,-2.2795896438373276e-04,2.5219114437489186e-06,-5.3554969970445526e-04,1.8524006318358749e-06,2.4558765895123565e-03,2.1067231239776905e-06,-4.7936813206721945e-04,2.0922244243553457e-06,-3.3214977500712310e-04,2.7976133444989086e-06,-5.1433352677133788e-04,1.9968458649711479e-06,-4.7936813206721956e-04,2.0922244243553665e-06,2.5298758102096290e-03,2.3406801644643396e-06,-4.7507020705122915e-04,3.0149120955282564e-06,-2.2795896438373292e-04,2.5219114437489004e-06,-3.3214977500712315e-04,2.7976133444989183e-06,-4.7507020705122937e-04,3.0149120955282509e-06,2.2396825555472187e-03,4.1673286027275370e-06,4.8866709447433527e+02,-1.6545352452554156e+00,1.4917389393689101e+02,-1.7100785672060113e+00,1.4695285457963482e+02,-1.7902314980835659e+00,1.0302114226257393e+02,-1.9278325613755816e+00,1.4917389393689106e+02,-1.7100785672060224e+00,4.8371007973899418e+02,-1.7924133906886386e+00,1.4403245586834277e+02,-1.8573483971059894e+00,1.1745946320762408e+02,-2.0184659078698166e+00,1.4695285457963467e+02,-1.7902314980835725e+00,1.4403245586834316e+02,-1.8573483971059812e+00,4.7830639644048262e+02,-1.9554448424735424e+00,1.3776249385139266e+02,-2.1180203989067663e+00,1.0302114226257397e+02,-1.9278325613755956e+00,1.1745946320762422e+02,-2.0184659078698135e+00,1.3776249385139249e+02,-2.1180203989067676e+00,5.0360662790610638e+02,-2.3300447940334923e+00,7.6607350348617637e-06,2.3428838497627174e-06,1.5807115619756011e-03,1.9106766424114650e-05,1.8042279513680712e-01,1.8044614868067432e-01,1.8143439349459067e-01,1.8026197703144947e-01,5.3669990818252420e-05,5.3676937748012474e-05,5.3970908862077401e-05,5.3622152593423854e-05,-8.2826810849218402e-01,-3.1074773068996431e-01,-9.6310326961855852e-01,1.4187770179302714e-02,1.0304457638749252e-11,-1.2287489805864531e-12,7.2048398482265319e-01,-1.5324676557674893e-01
5.5998947994919732e+07,2.4126070370466021e-03,1.7808793930739537e-06,-5.3551016222458327e-04,1.8199229985798484e-06,-5.1429064187498625e-04,1.9621584269712848e-06,-2.2790433792264686e-04,2.4783557023311749e-06,-5.3551016222458273e-04,1.8199229985798666e-06,2.4559218741419401e-03,2.0698035872133456e-06,-4.7932310649731089e-04,2.0559905866482786e-06,-3.3208867718375983e-04,2.7498854178049033e-06,-5.1429064187498701e-04,1.9621584269712946e-06,-4.7932310649731073e-04,2.0559905866482536e-06,2.5299265573592864e-03,2.3002471153733458e-06,-4.7500383885733157e-04,2.9640817815339941e-06,-2.2790433792264681e-04,2.4783557023311940e-06,-3.3208867718375956e-04,2.7498854178048935e-06,-4.7500383885733125e-04,2.9640817815339992e-06,2.2397728321841485e-03,4.0971923962023023e-06,4.8863202644208411e+02,-1.6250915089825024e+00,1.4913759215665755e+02,-1.6797572199468371e+00,1.4691475801778284e+02,-1.7586028282218209e+00,1.0297996097965358e+02,-1.8939635554989769e+00,1.4913759215665752e+02,-1.6797572199468245e+00,4.8367194221469373e+02,-1.7606974753271514e+00,1.4399286761990678e+02,-1.8246102476708848e+00,1.1741624077818328e+02,-1.9831343520313549e+00,1.4691475801778296e+02,-1.7586028282218136e+00,1.4399286761990624e+02,-1.8246102476708939e+00,4.7826460148589183e+02,-1.9210792071237350e+00,1.3771701842104443e+02,-2.0810972010752580e+00,1.0297996097965354e+02,-1.8939635554989596e+00,1.1741624077818311e+02,-1.9831343520313567e+00,1.3771701842104468e+02,-2.0810972010752549e+00,5.0355669248738877e+02,-2.2896176184850141e+00,7.8311418624888666e-06,2.3629623595410554e-06,1.6167426832694751e-03,1.9609004368569618e-05,1.8784124867692903e-01,1.8786572633643248e-01,1.8885946153497055e-01,1.8767368072209112e-01,5.3669936426368621e-05,5.3676930174752800e-05,5.3960859851039774e-05,5.3622058968426912e-05,-4.4341224192591472e-01,-7.6270696851318931e-01,-7.6506044914118332e-01,-5.8468435780194405e-01,5.2226809733119391e-12,2.5924394342793899e-12,6.0972839250187505e-01,4.0269413469900306e-01
