omega,Overhead_Tv_real_0_0,Overhead_Tv_imag_0_0,Overhead_Tv_real_0_1,Overhead_Tv_imag_0_1,Overhead_Tv_real_0_2,Overhead_Tv_imag_0_2,Overhead_Tv_real_0_3,Overhead_Tv_imag_0_3,Overhead_Tv_real_1_0,Overhead_Tv_imag_1_0,Overhead_Tv_real_1_1,Overhead_Tv_imag_1_1,Overhead_Tv_real_1_2,Overhead_Tv_imag_1_2,Overhead_Tv_real_1_3,Overhead_Tv_imag_1_3,Overhead_Tv_real_2_0,Overhead_Tv_imag_2_0,Overhead_Tv_real_2_1,Overhead_Tv_imag_2_1,Overhead_Tv_real_2_2,Overhead_Tv_imag_2_2,Overhead_Tv_real_2_3,Overhead_Tv_imag_2_3,Overhead_Tv_real_3_0,Overhead_Tv_imag_3_0,Overhead_Tv_real_3_1,Overhead_Tv_imag_3_1,Overhead_Tv_real_3_2,Overhead_Tv_imag_3_2,Overhead_Tv_real_3_3,Overhead_Tv_imag_3_3,Overhead_Ti_real_0_0,Overhead_Ti_imag_0_0,Overhead_Ti_real_0_1,Overhead_Ti_imag_0_1,Overhead_Ti_real_0_2,Overhead_Ti_imag_0_2,Overhead_Ti_real_0_3,Overhead_Ti_imag_0_3,Overhead_Ti_real_1_0,Overhead_Ti_imag_1_0,Overhead_Ti_real_1_1,Overhead_Ti_imag_1_1,Overhead_Ti_real_1_2,Overhead_Ti_imag_1_2,Overhead_Ti_real_1_3,Overhead_Ti_imag_1_3,Overhead_Ti_real_2_0,Overhead_Ti_imag_2_0,Overhead_Ti_real_2_1,Overhead_Ti_imag_2_1,Overhead_Ti_real_2_2,Overhead_Ti_imag_2_2,Overhead_Ti_real_2_3,Overhead_Ti_imag_2_3,Overhead_Ti_real_3_0,Overhead_Ti_imag_3_0,Overhead_Ti_real_3_1,Overhead_Ti_imag_3_1,Overhead_Ti_real_3_2,Overhead_Ti_imag_3_2,Overhead_Ti_real_3_3,Overhead_Ti_imag_3_3,Overhead_Tau_0,Overhead_Tau_1,Overhead_Tau_2,Overhead_Tau_3,Overhead_H_real_0,Overhead_H_imag_0,Overhead_H_real_1,Overhead_H_imag_1,Overhead_H_real_2,Overhead_H_imag_2,Overhead_H_real_3,Overhead_H_imag_3
9.8441873037114292e+07,-4.4666149094093899e-01,-2.0486579471893440e-01,4.0865213952676344e-01,2.9414538321961708e-01,4.5119384709335075e-01,-4.3148276280448927e-02,-5.5475534039700725e-01,2.0109249882380542e-01,7.1177955062544085e-01,3.8469067462278089e-01,2.2135943548062059e-02,-5.1235507653688964e-02,4.7400447192067607e-01,-4.0665664601081439e-02,-3.7145668705416268e-01,1.2974750761019871e-01,-2.5750609189493040e-01,-1.9319267901484766e-01,-6.8862636025570534e-01,-4.3482863533373456e-01,4.9926742655365425e-01,-4.0116476745496329e-02,-1.2455508985462030e-01,1.8495247219344584e-02,-1.6131882695721834e-02,3.6658705745263778e-03,2.4103615954474000e-01,1.4827747231522956e-01,5.6313052579285838e-01,-1.5333587876292826e-02,6.2643957123020078e-01,-2.9784434214537386e-01,-4.1734988273374274e-01,-2.6300510165698360e-01,4.4913984639193000e-01,2.6114279913232091e-01,3.9797373855523160e-01,4.0506062736131443e-05,-4.9577399718133414e-01,2.2255626335544765e-01,7.1965748319137368e-01,3.8661175517077800e-01,-2.6095886543356050e-02,4.2353170801709153e-02,4.3793039534348466e-01,-1.0147973176217885e-02,-3.1184748398771284e-01,1.3836684480684797e-01,-3.0241213251683485e-01,-1.0804294479077703e-01,-6.6785881097345290e-01,-4.5462571317245976e-01,4.7295938330414605e-01,-1.4563204016044773e-02,-5.0181489192694620e-02,3.7667436602781837e-02,-3.6508682321123994e-03,-1.7255015278009232e-02,2.4943577047403537e-01,1.6643954211166556e-01,6.6469346286124686e-01,-9.2488982158599548e-02,7.2620686250443622e-01,-2.8387311694617429e-01,5.3669394860192859e-05,5.3676910009044037e-05,5.3837909152394434e-05,5.3620688466154696e-05,5.6058833854639600e-01,6.2931028553468737e-01,9.5201157172837603e-01,9.8677933968465095e-02,-3.8408404989431505e-16,1.4529433634663752e-17,5.0393885674759831e-01,-3.7941050416225947e-01
1.0248961656729746e+08,-4.4587371847832402e-01,-2.0526677253611844e-01,4.0949775857356202e-01,2.9381636297676061e-01,4.5106478196482624e-01,-4.3436031647179615e-02,-5.5505948623646773e-01,2.0069398687650236e-01,7.1186218023503856e-01,3.8472583810121241e-01,2.1023209836289285e-02,-5.0934800328958675e-02,4.7392380130861467e-01,-4.0865154174262397e-02,-3.7176760601035597e-01,1.2914604287092385e-01,-2.5863437802595596e-01,-1.9273531139828964e-01,-6.8805477344231192e-01,-4.3521409454078958e-01,4.9924817832007562e-01,-4.0285705089276605e-02,-1.2504861399962991e-01,1.7911013376911214e-02,-1.5804696859880382e-02,3.4662532731453491e-03,2.4123293936446591e-01,1.4806482011549971e-01,5.6328522414401438e-01,-1.4772204434309599e-02,6.2581938563981665e-01,-2.9855179349087702e-01,-4.1706421074685573e-01,-2.6213454658821966e-01,4.4905050269420943e-01,2.6194668354642470e-01,3.9782217910740969e-01,6.9985758112047630e-04,-4.9587645584382950e-01,2.2288168870211217e-01,7.1944552492509140e-01,3.8669609386295684e-01,-2.6212385953112351e-02,4.1116933929709089e-02,4.3786934662736793e-01,-9.6566246769324848e-03,-3.1173792192644911e-01,1.3877255975181446e-01,-3.0253605774227171e-01,-1.0932874837877446e-01,-6.6764040763734023e-01,-4.5407990281951782e-01,4.7303660300689082e-01,-1.4072973347913201e-02,-5.0184421081306267e-02,3.8078641356109846e-02,-3.6138908533801467e-03,-1.6840521077635794e-02,2.4928082487004524e-01,1.6658964509298058e-01,6.6495992263178016e-01,-9.3675850858511614e-02,7.2638816172177212e-01,-2.8359151066178817e-01,5.3669375037535116e-05,5.3676921088774689e-05,5.3830260485971664e-05,5.3620602620625653e-05,-7.8115211860427081e-01,-3.0754307173924750e-01,-8.8167777922549928e-01,3.7102726595953217e-01,1.5622777851018215e-16,-6.7170385376892467e-17,-3.8214521486841513e-01,4.9102391089962427e-01
1.0670379565158638e+08,-4.4508747891924805e-01,-2.0566172175474726e-01,4.1025202604170824e-01,2.9343282476860028e-01,4.5093434405068922e-01,-4.3737437591188325e-02,-5.5543151972142735e-01,2.0030246719699821e-01,7.1194638046672010e-01,3.8475819395651656e-01,1.9873319777852817e-02,-5.0687855897732600e-02,4.7384142164748816e-01,-4.1076226699714016e-02,-3.7208263610195935e-01,1.2851557810056943e-01,-2.5974715696730688e-01,-1.9228837384882835e-01,-6.8749340422032112e-01,-4.3561780674837863e-01,4.9922880265168712e-01,-4.0465669801645621e-02,-1.2546073966606086e-01,1.7238467701801041e-02,-1.5484112827364000e-02,3.2731968716776484e-03,2.4154919709977582e-01,1.4788568517686743e-01,5.6343975142231528e-01,-1.4180385303627002e-02,6.2514451083780909e-01,-2.9928211646326208e-01,-4.1678146724937926e-01,-2.6127122597716046e-01,4.4890908209686675e-01,2.6269638779672499e-01,3.9767551125148659e-01,1.3879343388347731e-03,-4.9606429482810505e-01,2.2325290390072636e-01,7.1924137173812619e-01,3.8678087753788809e-01,-2.6370321928224628e-02,3.9872868439537384e-02,4.3781265488835491e-01,-9.1378799080097176e-03,-3.1162222341656859e-01,1.3919241802531271e-01,-3.0266412834970485e-01,-1.1059522393913904e-01,-6.6743985907387271e-01,-4.5353933319432749e-01,4.7312294929254856e-01,-1.3552911336316219e-02,-5.0048749756873040e-02,3.8471091600585511e-02,-3.5759704963626016e-03,-1.6436297989353026e-02,2.4920549000709663e-01,1.6681693027094094e-01,6.6522625028756555e-01,-9.4926491651050035e-02,7.2653624878783896e-01,-2.8328472235819752e-01,5.3669320032422862e-05,5.3676899108253926e-05,5.3822738242108931e-05,5.3620508762581060e-05,-7.6910208779990896e-01,-3.2812159948870112e-01,-8.7847583258729212e-01,3.7708704374219909e-01,7.1327124234726743e-17,-1.8905222492376494e-17,-4.8014075660375727e-01,3.8163576677109728e-01
1.1109125380500712e+08,-4.4430301097937619e-01,-2.0605027851130456e-01,4.1091062702639602e-01,2.9299083869119436e-01,4.5080255619221360e-01,-4.4053105282443161e-02,-5.5587479377750459e-01,1.9991828165181991e-01,7.1203218619901565e-01,3.8478793180204601e-01,1.8684255769208295e-02,-5.0498050903081883e-02,4.7375733236081902e-01,-4.1299633146617512e-02,-3.7240152684624117e-01,1.2785429129600862e-01,-2.6084417409459837e-01,-1.9185199368217556e-01,-6.8694225159293987e-01,-4.3604157739006671e-01,4.9920941866085883e-01,-4.0657184012998948e-02,-1.2578664580422638e-01,1.6472762546846528e-02,-1.5170084061440896e-02,3.0868150055960789e-03,2.4199218904842865e-01,1.4774145215307560e-01,5.6359372420037868e-01,-1.3556302306416190e-02,6.2441221454926843e-01,-3.0003671684822147e-01,-4.1650142289012454e-01,-2.6041547467400988e-01,4.4871222557934620e-01,2.6338955580071727e-01,3.9753429933755230e-01,2.1058851995917338e-03,-4.9634229447871603e-01,2.2367266932669791e-01,7.1904494009774289e-01,3.8686609470522620e-01,-2.6572104812075299e-02,3.8620169810688797e-02,4.3776099348430120e-01,-8.5900053566461063e-03,-3.1149975723740425e-01,1.3962729151617775e-01,-3.0279636567074314e-01,-1.1184211218275246e-01,-6.6725786018508237e-01,-4.5300382188293942e-01,4.7321955704893542e-01,-1.3000859812704560e-02,-4.9766684554106495e-02,3.8843472910557654e-02,-3.5370366669197125e-03,-1.6042346949215931e-02,2.4921391246723970e-01,1.6712598918278979e-01,6.6549194831921188e-01,-9.6244829976328800e-02,7.2664965794480718e-01,-2.8295161753502390e-01,5.3669223846687176e-05,5.3676838124322995e-05,5.3815337386257467e-05,5.3620403057926321e-05,7.0490195398067479e-01,4.4340112916582108e-01,9.1700371210707732e-01,-2.6805343943178644e-01,-3.1363923598802453e-17,-1.1771888108148698e-18,5.7752395907850418e-01,-1.7746901366670184e-01
1.1565911593497311e+08,-4.4356248771957929e-01,-2.0641245998241137e-01,4.1177390290556115e-01,2.9272475378377660e-01,4.5068180690754978e-01,-4.4372471803495045e-02,-5.5612095813696527e-01,1.9944199812075003e-01,7.1210545833451055e-01,3.8481586834353998e-01,1.7706566520383812e-02,-5.0217812458790784e-02,4.7368377545349216e-01,-4.1518802021632911e-02,-3.7270623012591886e-01,1.2719596128122224e-01,-2.6189316043827532e-01,-1.9144631785971550e-01,-6.8636501434825681e-01,-4.3638806449165102e-01,4.9920213937246205e-01,-4.0838408043201824e-02,-1.2633505184948451e-01,1.5842197739676350e-02,-1.4854376012539937e-02,2.8994723862099669e-03,2.4214500605527964e-01,1.4749047600607537e-01,5.6371869801057506e-01,-1.2943747800552186e-02,6.2381290272191803e-01,-3.0084807562641647e-01,-4.1623372878559695e-01,-2.5961016339651560e-01,4.4869063778304669e-01,2.6416374047704261e-01,3.9741663286796902e-01,2.8300251729812265e-03,-4.9636899439083526e-01,2.2401062466330279e-01,7.1886101005734815e-01,3.8694162722606246e-01,-2.6669816735295945e-02,3.7500822371695171e-02,4.3773257846346619e-01,-8.0584667993712084e-03,-3.1137830464540361e-01,1.4006168343726838e-01,-3.0293316437484241e-01,-1.1302769740415575e-01,-6.6705713581990811e-01,-4.5248323491472692e-01,4.7334610603697796e-01,-1.2483962836355993e-02,-4.9821171927167715e-02,3.9312834282376065e-02,-3.4974844922154597e-03,-1.5651556071797548e-02,2.4902025869382496e-01,1.6724539823406159e-01,6.6570091436994094e-01,-9.7534660263994571e-02,7.2690842763637920e-01,-2.8267403628534532e-01,5.3669255193462964e-05,5.3676897935489119e-05,5.3808094754384417e-05,5.3620350213263925e-05,7.4726958686564082e-01,3.5956782788962777e-01,8.6565188244373159e-01,-4.0275996501214018e-01,-1.3011486082724274e-17,-1.2841806664343373e-18,5.8546676160014721e-01,-1.0557180483195208e-01
1.2041479991160761e+08,-4.4281718311594298e-01,-2.0677099300634022e-01,4.1247429392195745e-01,2.9235076304898761e-01,4.5055847074377520e-01,-4.4707722842051781e-02,-5.5649373513103495e-01,1.9899511194372113e-01,7.1218346925669229e-01,3.8484120238870939e-01,1.6639477350538598e-02,-5.0027694448317755e-02,4.7360687325561884e-01,-4.1753420238102593e-02,-3.7301526135452839e-01,1.2650064658592258e-01,-2.6292980521930653e-01,-1.9104848959759266e-01,-6.8580724122676806e-01,-4.3677384912936529e-01,4.9919313045764535e-01,-4.1035243356396744e-02,-1.2672551902694168e-01,1.5069797100899979e-02,-1.4547867300867330e-02,2.7213152629608313e-03,2.4251567009565331e-01,1.4730759700588547e-01,5.6384636188589432e-01,-1.2291173962833135e-02,6.2311955171072841e-01,-3.0167604762539929e-01,-4.1596674204203876e-01,-2.5880607915075488e-01,4.4856338955062691e-01,2.6484928168345040e-01,3.9730351218560334e-01,3.5871348827627367e-03,-4.9655879789541474e-01,2.2442501843952359e-01,7.1868375516693972e-01,3.8701978349313215e-01,-2.6843480185839878e-02,3.6346043796193037e-02,4.3770758179417329e-01,-7.4896790280765124e-03,-3.1124759133135282e-01,1.4051296413603898e-01,-3.0307369667474254e-01,-1.1419880439819421e-01,-6.6688252942718851e-01,-4.5196727097471201e-01,4.7348110667332399e-01,-1.1923091950569835e-02,-4.9622664846961297e-02,3.9734425379470278e-02,-3.4567205182487060e-03,-1.5273821396820332e-02,2.4897390038159758e-01,1.6750520093996771e-01,6.6591610715254579e-01,-9.8909482761519507e-02,7.2709440779139234e-01,-2.8235449014206598e-01,5.3669180464145672e-05,5.3676854974036053e-05,5.3800947752113219e-05,5.3620248176448649e-05,-7.8698343144018590e-01,2.4995825225502374e-01,-3.1740130559449353e-01,8.9976075921487331e-01,4.7640263826654564e-18,-2.3978706186902202e-18,-4.4821796952575021e-01,3.7642086364498190e-01
1.2536602861381596e+08,-4.4208958237867696e-01,-2.0711745362188835e-01,4.1323886204510019e-01,2.9203537285565773e-01,4.5044038201431830e-01,-4.5054835207176347e-02,-5.5680061550347382e-01,1.9850057417973072e-01,7.1225709362615586e-01,3.8486462449204861e-01,1.5653386986558146e-02,-4.9813726400262867e-02,4.7353475068401896e-01,-4.1993765995479285e-02,-3.7331887487282739e-01,1.2578568815724384e-01,-2.6394204862176679e-01,-1.9066599450045502e-01,-6.8523704175646327e-01,-4.3713257335926137e-01,4.9919099979053028e-01,-4.1233491127235664e-02,-1.2718815750431095e-01,1.4314128839242463e-02,-1.4241353349021267e-02,2.5440747893744455e-03,2.4280270000427467e-01,1.4708741216872337e-01,5.6395737063212226e-01,-1.1623968112658811e-02,6.2246413309083626e-01,-3.0255289829296061e-01,-4.1570608145010113e-01,-2.5802406771396363e-01,4.4849626101719625e-01,2.6555462699580823e-01,3.9720722158478172e-01,4.3682551240411607e-03,-4.9666402541258270e-01,2.2482432940254851e-01,7.1851423046040463e-01,3.8709384359988236e-01,-2.6983978338921809e-02,3.5244966450580624e-02,4.3769897467630547e-01,-6.9111543724779748e-03,-3.1111199097403242e-01,1.4097478875822023e-01,-3.0321715252004050e-01,-1.1533944213762506e-01,-6.6670527361055110e-01,-4.5145682223151046e-01,4.7363983760122713e-01,-1.1362279485942775e-02,-4.9522222176680661e-02,4.0198852508791995e-02,-3.4153639396501878e-03,-1.4899465290211286e-02,2.4886489753330857e-01,1.6770941464374944e-01,6.6609901977263319e-01,-1.0031306277949387e-01,7.2734115733628246e-01,-2.8204979360601157e-01,5.3669189230244725e-05,5.3676894318490309e-05,5.3793948541539793e-05,5.3620199200374706e-05,4.4532049711462096e-01,6.9103696029283390e-01,9.5291976489708496e-01,3.0880597658625272e-02,-1.0300597569901221e-18,-1.8630382520202094e-18,3.7684476146503265e-01,4.3494901309289147e-01
1.3052084247066948e+08,-4.4138213740633558e-01,-2.0744759030090001e-01,4.1398149947430685e-01,2.9172901819842495e-01,4.5032764133378417e-01,-4.5410263168543186e-02,-5.5710005641189797e-01,1.9799049744371128e-01,7.1232843084504238e-01,3.8488590383720689e-01,1.4705804351000870e-02,-4.9619959864116450e-02,4.7346650453689443e-01,-4.2239699145077927e-02,-3.7361333798324431e-01,1.2505514757821551e-01,-2.6491984080224745e-01,-1.9030453697898198e-01,-6.8467233796467397e-01,-4.3747950101081057e-01,4.9919381142464536e-01,-4.1434895626640475e-02,-1.2763577667731899e-01,1.3532524535179308e-02,-1.3941982425633628e-02,2.3740208068383358e-03,2.4310402102589782e-01,1.4687071770036636e-01,5.6405419063733098e-01,-1.0943419560312972e-02,6.2181476632768240e-01,-3.0345666821078898e-01,-4.1545140822802107e-01,-2.5726946604225298e-01,4.4843590069986206e-01,2.6623353065447675e-01,3.9712734535470795e-01,5.1648539727823656e-03,-4.9676513766313102e-01,2.2523432465586046e-01,7.1835442487143508e-01,3.8716551698496782e-01,-2.7128802188405587e-02,3.4184615916346688e-02,4.3770453557541161e-01,-6.3224328493699244e-03,-3.1097072486692756e-01,1.4144204055619519e-01,-3.0336444366450149e-01,-1.1643777424883306e-01,-6.6653578675247471e-01,-4.5095950500213183e-01,4.7381759990569727e-01,-1.0795995234625384e-02,-4.9402059868060427e-02,4.0667478696266440e-02,-3.3728102732608952e-03,-1.4537377535442824e-02,2.4876667836733751e-01,1.6792076002809353e-01,6.6625522828743700e-01,-1.0174373619772202e-01,7.2760154582493586e-01,-2.8174633099883040e-01,5.3669125259779678e-05,5.3676858465581898e-05,5.3787039426542108e-05,5.3620092338195431e-05,5.6299341222989696e-01,5.9397966444249761e-01,9.3425349173613292e-01,-1.8663213322845248e-01,-3.5461463281171222e-19,-7.5146230847868102e-19,3.3859083622501146e-01,4.5287906714192827e-01
1.3588761251846740e+08,-4.4065794192859875e-01,-2.0778314929859532e-01,4.1458896099406822e-01,2.9131270086938943e-01,4.5021071652492378e-01,-4.5790638645199055e-02,-5.5752100977390451e-01,1.9749235996636910e-01,7.1240547876528215e-01,3.8490537950318710e-01,1.3659898604169659e-02,-4.9503190852274233e-02,4.7339422098358164e-01,-4.2507445497541207e-02,-3.7391731192904082e-01,1.2426849557686928e-01,-2.6590435125494361e-01,-1.8993907352855255e-01,-6.8411232604160732e-01,-4.3787317017415434e-01,4.9919590269533748e-01,-4.1656776392614003e-02,-1.2794711599179517e-01,1.2594850148360842e-02,-1.3644584344538255e-02,2.2075747763830728e-03,2.4361781349996248e-01,1.4670895727488215e-01,5.6415295863512482e-01,-1.0205867488818715e-02,6.2106342253418512e-01,-3.0440336185999772e-01,-4.1519496916642373e-01,-2.5650044538227329e-01,4.4827416933861225e-01,2.6684373065292677e-01,3.9705330204139572e-01,6.0141830545419189e-03,-4.9701898107576048e-01,2.2572668902554793e-01,7.1819710590798325e-01,3.8724007922360243e-01,-2.7342656189442000e-02,3.3070301207454696e-02,4.3771690598772406e-01,-5.6818696961387916e-03,-3.1081619588931292e-01,1.4193869949139012e-01,-3.0351375466337482e-01,-1.1754543150146532e-01,-6.6638920079441388e-01,-4.5045427650831632e-01,4.7401179247123582e-01,-1.0172754749247150e-02,-4.9041846537947950e-02,4.1105825028815976e-02,-3.3294454180685697e-03,-1.4178895051895159e-02,2.4880188422307231e-01,1.6826930340158722e-01,6.6641649669497183e-01,-1.0329539268951882e-01,7.2780509436410801e-01,-2.8139803137858460e-01,5.3669089141959958e-05,5.3676857391697996e-05,5.3780268717477811e-05,5.3620044579717669e-05,-1.9597485232936290e-01,7.9069382134845145e-01,6.9121891146115666e-01,6.5453142820028565e-01,2.3676183817669781e-19,-2.1094798293605338e-19,-3.2442173773808408e-01,4.5030470964763342e-01
1.4147505399468037e+08,-4.3997392840680594e-01,-2.0809324607700888e-01,4.1531125033079402e-01,2.9101640768000009e-01,4.5010684008930529e-01,-4.6172675436566266e-02,-5.5780725619906790e-01,1.9693589652742710e-01,7.1247440180262944e-01,3.8492305153301454e-01,1.2768200499025027e-02,-4.9335565004397466e-02,4.7333271380387426e-01,-4.2771351316160916e-02,-3.7419935552119882e-01,1.2348615619665794e-01,-2.6683789933779245e-01,-1.8960406697025356e-01,-6.8354371456921437e-01,-4.3820670377184401e-01,4.9920925615175465e-01,-4.1869467805717514e-02,-1.2837926637025313e-01,1.1741145306469712e-02,-1.3351524306515757e-02,2.0456045415400471e-03,2.4395137186942717e-01,1.4649093520342713e-01,5.6422146049160382e-01,-9.4804987367928528e-03,6.2041338960450632e-01,-3.0538740088365629e-01,-4.1494901572583603e-01,-2.5577908627824947e-01,4.4822503640044775e-01,2.6748988590910450e-01,3.9700736992126462e-01,6.8635122986597935e-03,-4.9710944305348087e-01,2.2616712046226883e-01,7.1805126083863735e-01,3.8730801458150649e-01,-2.7491631938627289e-02,3.2062725437428254e-02,4.3775355293698454e-01,-5.0572172637894514e-03,-3.1065897962638950e-01,1.4243017461677790e-01,-3.0366625097123817e-01,-1.1859024341020744e-01,-6.6623151699207894e-01,-4.4996839706423131e-01,4.7423466996125846e-01,-9.5822413580798627e-03,-4.8883750300312778e-02,4.1598062038071523e-02,-3.2850705399578911e-03,-1.3830594491107056e-02,2.4871805987572179e-01,1.6849752131154580e-01,6.6651934165477933e-01,-1.0481897709368314e-01,7.2810436068480466e-01,-2.8109218852842904e-01,5.3669031889060237e-05,5.3676827808062006e-05,5.3773590441561971e-05,5.3619947047833821e-05,-7.4668232181836824e-01,-3.1592054139484810e-01,-7.2585506817122747e-01,6.1469809258159502e-01,2.9808354873735073e-20,1.1435049400868835e-19,-2.6551787087686352e-01,-4.7530529194805393e-01
1.4729224049085137e+08,-4.3932439075526886e-01,-2.0838384339704627e-01,4.1620231799019786e-01,2.9087012066158680e-01,4.5001712665034826e-01,-4.6559433341273437e-02,-5.5792281436945013e-01,1.9630138541533521e-01,7.1253528442310388e-01,3.8493901236666828e-01,1.2049175971601402e-02,-4.9084608866880701e-02,4.7328315945412791e-01,-4.3031412397156854e-02,-3.7445979129288515e-01,1.2270477313349006e-01,-2.6773119081424468e-01,-1.8929246948002906e-01,-6.8295537801385853e-01,-4.3847018936487536e-01,4.9923553418524846e-01,-4.2070866643864668e-02,-1.2898117154294766e-01,1.0995798750576595e-02,-1.3057608883608535e-02,1.8836195022588547e-03,2.4404534504785694e-01,1.4619656691400684e-01,5.6425633892133387e-01,-8.7670397640774722e-03,6.1988606993651096e-01,-3.0642374702550812e-01,-4.1471300189012522e-01,-2.5509688969306338e-01,4.4831854434870788e-01,2.6820304510194576e-01,3.9699262353509873e-01,7.7196167396765547e-03,-4.9698748354598504e-01,2.2654047480527575e-01,7.1791412203496074e-01,3.8736911807264623e-01,-2.7551926991957978e-02,3.1162169109520087e-02,4.3781714230137431e-01,-4.4497287068242727e-03,-3.1049812381638203e-01,1.4291954957846636e-01,-3.0382021187458691e-01,-1.1958589647359184e-01,-6.6605410813364418e-01,-4.4949553844896550e-01,4.7449004955076901e-01,-9.0313847568359099e-03,-4.8996356439862762e-02,4.2166574818359864e-02,-3.2402008859129007e-03,-1.3485806048840750e-02,2.4847256082546029e-01,1.6856682116739766e-01,6.6655638533250772e-01,-1.0631473903367061e-01,7.2852815007578919e-01,-2.8083804956152492e-01,5.3669064541133238e-05,5.3676882043037349e-05,5.3767041398608813e-05,5.3619880660334400e-05,5.6808771382671930e-01,-5.7293333564951010e-01,-3.4394715187688779e-01,-8.8597045351261561e-01,-3.7977885226416378e-20,-2.0115095838583169e-20,5.2594653087124277e-01,9.1134672333166244e-02
1.5334861868743697e+08,-4.3863010780328748e-01,-2.0869106406090165e-01,4.1671744944749711e-01,2.9042062395229351e-01,4.4991367273476518e-01,-4.6983571160289825e-02,-5.5837315275762789e-01,1.9575011123106500e-01,7.1261126121383411e-01,3.8495365436496531e-01,1.1042781889199219e-02,-4.9039961355738015e-02,4.7322057681211904e-01,-4.3331160994951060e-02,-3.7474254982584504e-01,1.2182862462013846e-01,-2.6865224584590985e-01,-1.8896404193507194e-01,-6.8239508558120221e-01,-4.3886301803128308e-01,4.9925331596072459e-01,-4.2314952017341895e-02,-1.2919910822443195e-01,9.8965466580405934e-03,-1.2771292334284302e-02,1.7316008529767151e-03,2.4469868167209810e-01,1.4606273116213955e-01,5.6431134308381647e-01,-7.9502641909424410e-03,6.1910049874739381e-01,-3.0749202437576617e-01,-4.1446767174522425e-01,-2.5437278708874483e-01,4.4812626292972108e-01,2.6873377156078321e-01,3.9697342439195421e-01,8.6549928274534602e-03,-4.9729322254999697e-01,2.2710841004774754e-01,7.1777678737111883e-01,3.8743975590556923e-01,-2.7802562502305520e-02,3.0103116526557578e-02,4.3787959301529134e-01,-3.7436892684097334e-03,-3.1031449633788771e-01,1.4345728821704906e-01,-3.0397686884303293e-01,-1.2061774134823203e-01,-6.6593284030056810e-01,-4.4900577987218920e-01,4.7475688410959899e-01,-8.3577561727188471e-03,-4.8474223008988425e-02,4.2616203515412343e-02,-3.1936621267461395e-03,-1.3149896332352650e-02,2.4859006349661636e-01,1.6899875926824173e-01,6.6663647375752899e-01,-1.0803270785027981e-01,7.2875930847077341e-01,-2.8047309010211413e-01,5.3668980012643318e-05,5.3676833128200067e-05,5.3760586855894765e-05,5.3619814235309205e-05,4.9348597552911894e-01,6.3323701522099773e-01,9.0835396107626820e-01,-2.7647786786873729e-01,1.2826243167743341e-20,-8.2685487823540105e-21,-2.9255808644341191e-01,4.3288349430162026e-01
1.5965402369451743e+08,-4.3800351347367317e-01,-2.0896294985098554e-01,4.1759905701511901e-01,2.9029417108767575e-01,4.4983795090714990e-01,-4.7397136623918257e-02,-5.5845896026512676e-01,1.9506557958539800e-01,7.1267080761868096e-01,3.8496657755865304e-01,1.0384682034182382e-02,-4.8803521738198921e-02,4.7318122031430943e-01,-4.3608220135846032e-02,-3.7498013204342107e-01,1.2099593272291317e-01,-2.6950191718305344e-01,-1.8867661731192326e-01,-6.8180209654007362e-01,-4.3910621439108433e-01,4.9929303823428051e-01,-4.2524507682019597e-02,-1.2978242578053625e-01,9.0850190225842606e-03,-1.2482926490190092e-02,1.5777090466916107e-03,2.4481210425991939e-01,1.4577161487107945e-01,5.6430800557329963e-01,-7.1964091755951920e-03,6.1859106543272524e-01,-3.0861298150353617e-01,-4.1423990864694388e-01,-2.5372246870837983e-01,4.4823611008579978e-01,2.6942019822803998e-01,3.9700413167921716e-01,9.5621040277541897e-03,-4.9714560912243344e-01,2.2750836131217461e-01,7.1765187673504816e-01,3.8749759849905335e-01,-2.7860280547313303e-02,2.9255609258178814e-02,4.3798233673832060e-01,-3.1055289565718527e-03,-3.1013339137565504e-01,1.4396869732392764e-01,-3.0413404837528296e-01,-1.2156214538440341e-01,-6.6576236470975036e-01,-4.4854421142383666e-01,4.7506499101863536e-01,-7.7944238850793171e-03,-4.8558120143985750e-02,4.3207657413790165e-02,-3.1468615956691034e-03,-1.2818171681521988e-02,2.4835373595424629e-01,1.6907461378202737e-01,6.6660108379269001e-01,-1.0961344752952806e-01,7.2923157769056390e-01,-2.8022596709711595e-01,5.3669008859179961e-05,5.3676882418181493e-05,5.3754246954940662e-05,5.3619746282645526e-05,-1.7489011471736149e-01,7.7934100646081295e-01,8.1633997299963812e-01,4.8325691684065686e-01,3.8648947186744294e-21,3.5955628562884049e-21,-4.9765191024022942e-01,-1.1743435284403325e-01
