time_s,accepted_steps,residual_evaluations,error_test_failures
0.87,20744,36553,1310
0.88,21010,37022,1335
0.89,21193,37371,1347
0.9,21439,37782,1363
0.91,21689,38218,1380
0.92,21943,38660,1395
0.93,22224,39159,1414
0.94,22445,39526,1425
0.95,22689,39930,1438
0.96,22938,40370,1458
0.97,23170,40763,1470
0.98,23436,41206,1481
0.99,23624,41545,1507
1,23854,41957,1521
1.01,25736,44647,1585
1.02,27527,47108,1628
1.03,28914,49103,1677
1.04,30297,51081,1709
1.05,31397,52645,1736
1.06,32550,54263,1769
1.07,33793,56035,1812
1.08,34732,57420,1849
1.09,35697,58766,1878
1.1,36668,60142,1909
1.11,37474,61391,1941
1.12,38218,62455,1971
1.13,38939,63581,1994
1.14,39593,64519,2017
1.15,40209,65465,2033
1.16,40908,66560,2064
1.17,41571,67559,2093
1.18,42064,68392,2110
1.19,42574,69232,2146
1.2,43053,69910,2159
1.21,43458,70559,2188
1.22,43936,71318,2218
1.23,44289,71894,2230
1.24,44606,72415,2247
1.25,45007,73025,2265
1.26,45371,73655,2283
1.27,45687,74163,2307
1.28,46013,74696,2317
1.29,46300,75172,2333
1.3,46575,75633,2339
1.31,46858,76127,2357
1.32,47139,76620,2375
1.33,47366,77002,2385
1.34,47619,77434,2397
1.35,47886,77897,2413
1.36,48149,78369,2427
1.37,48432,78877,2449
1.38,48715,79395,2457
1.39,49039,79934,2483
1.4,49330,80432,2496
1.41,49626,80912,2513
1.42,49948,81465,2542
1.43,50242,81962,2565
1.44,50535,82466,2586
1.45,50785,82891,2611
1.46,51042,83331,2628
1.47,51335,83813,2650
1.48,51606,84276,2666
1.49,51957,84847,2689
1.5,52263,85381,2724
1.51,52534,85844,2738
1.52,52816,86325,2754
1.53,53093,86826,2776
1.54,53343,87287,2794
1.55,53646,87802,2809
1.56,53925,88312,2824
1.57,54235,88866,2837
1.58,54492,89325,2854
1.59,54803,89869,2871
1.6,55041,90294,2876
1.61,55326,90793,2893
1.62,55608,91264,2913
1.63,55881,91743,2931
1.64,56170,92245,2955
1.65,56481,92748,2981
1.66,56751,93277,2995
1.67,57019,93734,3010
1.68,57275,94182,3031
1.69,57543,94625,3039
1.7,57824,95107,3056
1.71,58057,95521,3070
1.72,58335,96031,3093
1.73,58619,96526,3106
1.74,58908,97030,3119
1.75,59205,97498,3135
1.76,59458,97908,3149
1.77,59780,98484,3168
1.78,60104,99026,3179
1.79,60436,99556,3196
1.8,60698,99994,3215
1.81,60979,100481,3232
1.82,61263,100985,3248
1.83,61545,101498,3267
1.84,61849,102043,3284
1.85,62107,102522,3297
1.86,62377,102995,3319
1.87,62663,103493,3329
1.88,62956,103992,3337
1.89,63207,104454,3348
1.9,63504,104954,3364
1.91,63778,105474,3382
1.92,64034,105926,3394
1.93,64343,106448,3417
1.94,64625,106925,3434
1.95,64959,107478,3458
1.96,65219,107929,3467
1.97,65492,108425,3485
1.98,65751,108847,3498
1.99,66033,109340,3519
2,66300,109795,3530
2.01,66585,110319,3541
2.02,66905,110896,3560
2.03,67183,111387,3574
2.04,67467,111910,3599
2.05,67762,112380,3614
2.06,68024,112868,3638
2.07,68319,113362,3656
2.08,68560,113760,3670
2.09,68849,114240,3685
2.1,69160,114782,3695
2.11,69449,115276,3704
2.12,69753,115844,3728
2.13,70071,116420,3753
2.14,70349,116884,3763
2.15,70596,117306,3778
2.16,70882,117819,3804
2.17,71147,118288,3825
2.18,71463,118813,3848
2.19,71748,119278,3865
2.2,71971,119652,3882
2.21,72236,120107,3895
2.22,72520,120614,3912
2.23,72819,121140,3932
2.24,73137,121703,3950
2.25,73419,122196,3963
2.26,73735,122703,3982
2.27,73995,123153,3998
2.28,74248,123586,4007
2.29,74488,124004,4027
2.3,74772,124468,4056
2.31,75062,124986,4077
2.32,75397,125570,4097
2.33,75682,126065,4112
2.34,75976,126611,4134
2.35,76264,127169,4149
2.36,76553,127673,4162
2.37,76866,128206,4184
2.38,77132,128674,4203
2.39,77380,129139,4220
2.4,77676,129657,4241
2.41,77921,130090,4259
2.42,78226,130635,4299
2.43,78576,131185,4327
2.44,78842,131638,4340
2.45,79102,132087,4352
2.46,79394,132580,4368
2.47,79688,133076,4387
2.48,79953,133519,4405
2.49,80239,133993,4422
2.5,80527,134479,4434
2.51,80781,134922,4444
2.52,81062,135400,4456
2.53,81366,135891,4470
2.54,81658,136394,4488
2.55,81986,136892,4504
2.56,82277,137392,4513
2.57,82557,137848,4532
2.58,82822,138280,4543
2.59,83127,138836,4554
2.6,83373,139300,4578
2.61,83694,139811,4589
2.62,83981,140287,4599
2.63,84221,140714,4615
2.64,84485,141159,4633
2.65,84752,141626,4653
2.66,85045,142144,4662
2.67,85308,142601,4683
2.68,85611,143155,4695
2.69,85874,143626,4712
2.7,86141,144096,4729
2.71,86453,144652,4755
2.72,86761,145194,4781
2.73,87073,145695,4798
2.74,87360,146189,4811
2.75,87612,146623,4819
2.76,87946,147186,4849
2.77,88203,147666,4858
2.78,88494,148130,4870
2.79,88777,148600,4884
2.8,89071,149137,4906
2.81,89355,149671,4926
2.82,89656,150188,4933
2.83,89947,150691,4941
2.84,90242,151192,4956
2.85,90531,151712,4967
2.86,90836,152221,4986
2.87,91155,152768,5021
2.88,91391,153166,5028
2.89,91688,153639,5044
2.9,91957,154129,5053
2.91,92212,154577,5063
2.92,92500,155060,5082
2.93,92778,155536,5094
2.94,93063,156064,5103
2.95,93306,156518,5115
2.96,93685,157183,5140
2.97,93958,157634,5156
2.98,94383,158315,5189
2.99,94704,158874,5222
3,95002,159414,5247
