omega,re_Yc_0_0,im_Yc_0_0,re_Yc_0_1,im_Yc_0_1,re_Yc_0_2,im_Yc_0_2,re_Yc_1_0,im_Yc_1_0,re_Yc_1_1,im_Yc_1_1,re_Yc_1_2,im_Yc_1_2,re_Yc_2_0,im_Yc_2_0,re_Yc_2_1,im_Yc_2_1,re_Yc_2_2,im_Yc_2_2
9.7315018234664586e+05,2.1577549999786030e-03,1.6830410793776609e-05,-4.1241170366897249e-04,1.1035738033124376e-05,-2.1025117932693609e-04,1.2695115794145505e-05,-4.1597456335577652e-04,1.3643665132176194e-05,2.1913366800998600e-03,1.0485859542027977e-05,-4.3676381721395922e-04,1.2729995384901034e-05,-2.1100836924003782e-04,1.3209548994601844e-05,-4.3403919068738244e-04,1.0681576376580129e-05,2.1511744939286797e-03,1.5131201964321426e-05
1.0427492072799277e+06,2.1584656809930259e-03,1.6463610949844861e-05,-4.1194649842335267e-04,1.0785692061348281e-05,-2.0972643432781417e-04,1.2385542172977792e-05,-4.1539820171229296e-04,1.3336579566609618e-05,2.1917636912465858e-03,1.0231294789290108e-05,-4.3622822834908957e-04,1.2439196814838306e-05,-2.1046098299833493e-04,1.2890231989215293e-05,-4.3358996009472747e-04,1.0437613336305003e-05,2.1518071473849167e-03,1.4789786868259498e-05
1.1173259061216526e+06,2.1591585699252628e-03,1.6099981796593988e-05,-4.1149373543414449e-04,1.0538054200606580e-05,-2.0921672741435558e-04,1.2080108807327771e-05,-4.1483717927126389e-04,1.3032312280739062e-05,2.1921791466386242e-03,9.9806398828351739e-06,-4.3570708025564769e-04,1.2151316327784990e-05,-2.0992915581412967e-04,1.2575040873955507e-05,-4.3315282556928667e-04,1.0196119365023899e-05,2.1524235057957127e-03,1.4452019265390549e-05
1.1972362786514519e+06,2.1598338727678162e-03,1.5739770040756619e-05,-4.1105321587115725e-04,1.0293016449987342e-05,-2.0872175395503652e-04,1.1779001475624941e-05,-4.1429125798076415e-04,1.2731107992508257e-05,2.1925832500167036e-03,9.7339601871246951e-06,-4.3520013494095588e-04,1.1866572824436977e-05,-2.0941258077571069e-04,1.2264174328760017e-05,-4.3272758724299148e-04,9.9572751411072918e-06,2.1530237916723067e-03,1.4118091690186777e-05
1.2828617855058608e+06,2.1604918108966424e-03,1.5383211676848699e-05,-4.1062473314630035e-04,1.0050757756796882e-05,-2.0824120363483354e-04,1.1482388709846379e-05,-4.1376018954079928e-04,1.2433195259680121e-05,2.1929762096493102e-03,9.4913158543646030e-06,-4.3470714578536967e-04,1.1585169793388339e-05,-2.0891094453671515e-04,1.1957813335417898e-05,-4.3231403824125396e-04,9.7212485978363902e-06,2.1536082392934097e-03,1.3788186796960886e-05
1.3746111691211148e+06,2.1611326199896890e-03,1.5030531394586295e-05,-4.1020807378726803e-04,9.8114441834361208e-06,-2.0777476157253353e-04,1.1190422279808783e-05,-4.1324371651743982e-04,1.2138786645554197e-05,2.1933582378137386e-03,9.2527616168545650e-06,-4.3422785857062608e-04,1.1307295541112123e-05,-2.0842392847669731e-04,1.1656121637981095e-05,-4.3191196551548364e-04,9.4881951232403205e-06,2.1541770937496493e-03,1.3462476944288384e-05
1.4729224049085104e+06,2.1617565489309865e-03,1.4681942090346554e-05,-4.0980301827961998e-04,9.5752291155252503e-06,-2.0732210937070861e-04,1.0903237721927542e-05,-4.1274157341845546e-04,1.1848078941107219e-05,2.1937295502771708e-03,9.0183466301586726e-06,-4.3376201246744924e-04,1.1033123469501969e-05,-2.0795120979503250e-04,1.1359246251464048e-05,-4.3152115064300738e-04,9.2582577965122412e-06,2.1547306099841076e-03,1.3141123867579598e-05
1.5782647919764740e+06,2.1623638587104700e-03,1.4337644478393758e-05,-4.0940934187504526e-04,9.3422535074177248e-06,-2.0688292609756929e-04,1.0620954905005098e-05,-4.1225348772725860e-04,1.1561253438404252e-05,2.1940903657827072e-03,8.7881143640187937e-06,-4.3330934098008482e-04,1.0762812396086153e-05,-2.0749246253701142e-04,1.1067318011276254e-05,-4.3114137059263011e-04,9.0315676573287326e-06,2.1552690518372806e-03,1.2824278435344955e-05
1.6911411933796064e+06,2.1629548213286691e-03,1.3997826796898645e-05,-4.0902681536394953e-04,9.1126461612088917e-06,-2.0645688920056430e-04,1.0343678625964843e-05,-4.1177918089247383e-04,1.1278476250074355e-05,2.1944409055447041e-03,8.5621025376847151e-06,-4.3286957284587854e-04,1.0496506912038299e-05,-2.0704735855166587e-04,1.0780452156158931e-05,-4.3077239845439090e-04,8.8082440043915712e-06,2.1557926911038635e-03,1.2512080484190975e-05
1.8120904365888117e+06,2.1635297187145614e-03,1.3662664603223807e-05,-4.0865520581086142e-04,8.8865240353402468e-06,-2.0604367535217142e-04,1.0071499228841483e-05,-4.1131836927095304e-04,1.0999898669639380e-05,2.1947813927571023e-03,8.3403430961645328e-06,-4.3244243288844368e-04,1.0234337773161411e-05,-2.0661556838145827e-04,1.0498748937766771e-05,-4.3041400413236389e-04,8.5883947195324667e-06,2.1563018066079664e-03,1.2204658727201567e-05
1.9416898856413539e+06,2.1640888416638538e-03,1.3332320652518740e-05,-4.0829427725148188e-04,8.6639925789306363e-06,-2.0564296122882759e-04,9.8044932407593167e-06,-4.1087076502253320e-04,1.0725657567528446e-05,2.1951120521179535e-03,8.1228622237961107e-06,-4.3202764282337729e-04,9.9764223191097764e-06,-2.0619676208451484e-04,1.0222294250437238e-05,-4.3006595499966760e-04,8.3721166137697682e-06,2.1567966833024622e-03,1.1902130730082040e-05
2.0805581972493103e+06,2.1646324888041509e-03,1.3006944853350969e-05,-4.0794379135054571e-04,8.4451460880240508e-06,-2.0525442422438455e-04,9.5427240190701048e-06,-4.1043607695529654e-04,1.0455875817693883e-05,2.1954331093727796e-03,7.9096803914922959e-06,-4.3162492201586630e-04,9.7228649162339546e-06,-2.0579060999053347e-04,9.9511602751133446e-06,-4.2972801651512124e-04,8.1594957917789061e-06,2.1572776113973811e-03,1.1604602949263113e-05
2.2293582740229871e+06,2.1651609655925119e-03,1.2686674293885530e-05,-4.0760350801995703e-04,8.2300680800288555e-06,-2.0487774309984268e-04,9.2862424042691720e-06,-4.1001401132051391e-04,1.0190662749864414e-05,2.1957447908789569e-03,7.7008124340124523e-06,-4.3123398818988815e-04,9.4737574195804637e-06,-2.0539678339190362e-04,9.6854061318209578e-06,-4.2939995280126227e-04,7.9506080313310372e-06,2.1577448855215199e-03,1.1312170826064985e-05
2.3888004289068244e+06,2.1656745833501276e-03,1.2371633331999079e-05,-4.0727318599696820e-04,8.0188316827299837e-06,-2.0451259857141992e-04,9.0350873737559192e-06,-4.0960427255686455e-04,9.9301146226218373e-06,2.1960473231928770e-03,7.4962676536511456e-06,-4.3085455808904795e-04,9.2291796497471193e-06,-2.0501495517189904e-04,9.4250785355398712e-06,-4.2908152718369388e-04,7.7455191743660276e-06,2.1581988039207070e-03,1.1024918930996998e-05
2.5596457759335358e+06,2.1661736583380308e-03,1.2061933742669131e-05,-4.0695258338241971e-04,7.8115000343807028e-06,-2.0415867383925939e-04,8.7892866919445747e-06,-4.0920656398387865e-04,9.6743151126617187e-06,2.1963409326812115e-03,7.2960499468039561e-06,-4.3048634808938192e-04,8.9891998804806139e-06,-2.0464480037208748e-04,9.1702124507419102e-06,-4.2877250269195724e-04,7.5442855264911920e-06,2.1586396676954688e-03,1.0742921152304426e-05
2.7427098634826755e+06,2.1666585108770357e-03,1.1757674915997291e-05,-4.0664145813932662e-04,7.6081266915195188e-06,-2.0381565505926645e-04,8.5488575526567510e-06,-4.0882058844489389e-04,9.4233358157910950e-06,2.1966258451572925e-03,7.1001579499639998e-06,-4.3012907476474508e-04,8.7538753331002442e-06,-2.0428599670130324e-04,8.9208317402918907e-06,-4.2847264252234419e-04,7.3469542618330663e-06,2.1590677800802835e-03,1.0466240922961114e-05
2.9388665673872861e+06,2.1671294645144029e-03,1.1458944099301916e-05,-4.0633956855229815e-04,7.4087560413061493e-06,-2.0348323176071475e-04,8.3138072101341552e-06,-4.0844604890010838e-04,9.1772367554219084e-06,2.1969022855432389e-03,6.9085852018141437e-06,-4.2978245540562920e-04,8.5232526740368648e-06,-2.0393822498871464e-04,8.6769498048132411e-06,-4.2818171046325428e-04,7.1535638303130006e-06,2.1594834457659834e-03,1.0194931480434248e-05
3.1490522624728531e+06,2.1675868452390840e-03,1.1165816676835249e-05,-4.0604667364849551e-04,7.2134237153251412e-06,-2.0316109721235081e-04,8.0841335953922180e-06,-4.0808264897059063e-04,8.9360668945311865e-06,2.1971704775582638e-03,6.7213203182042126e-06,-4.2944620849247989e-04,8.2973685119820671e-06,-2.0360116958362216e-04,8.4385702090040825e-06,-4.2789947128386960e-04,6.9641443645640498e-06,2.1598869702663978e-03,9.9290361537070179e-06
3.3742702924418231e+06,2.1680309807468783e-03,1.0878356480836932e-05,-4.0576253358099080e-04,7.0221570019610864e-06,-2.0284894873979814e-04,7.8598259149909399e-06,-4.0773009343432812e-04,8.6998646472727214e-06,2.1974306434331685e-03,6.5383471769335334e-06,-4.2912005412475542e-04,8.0762498913482844e-06,-2.0327451870472431e-04,8.2056872917481383e-06,-4.2762569108707439e-04,6.7787180838528780e-06,2.1602786593298002e-03,9.6685886722263819e-06
3.6155957594411564e+06,2.1684621997561937e-03,1.0596616127816010e-05,-4.0548690997556147e-04,6.8349752546044885e-06,-2.0254648799708660e-04,7.6408652296246376e-06,-4.0738808867561986e-04,8.4686583866372190e-06,2.1976830036510380e-03,6.3596451093941677e-06,-4.2880371440714386e-04,7.8599147789383871e-06,-2.0295796474162689e-04,7.9782867571945487e-06,-4.2736013762768486e-04,6.5972996925148280e-06,2.1606588183953868e-03,9.4136134916410581e-06
3.8741806561764297e+06,2.1688808313747336e-03,1.0320637374152966e-05,-4.0521956624208595e-04,6.6518902930951947e-06,-2.0225342119514059e-04,7.4272250102250131e-06,-4.0705634308928397e-04,8.2424669447608031e-06,2.1979277767137030e-03,6.1851890962633509e-06,-4.2849691379447921e-04,7.6483725409127680e-06,-2.0265120451140302e-04,7.7563462442792754e-06,-4.2710258059715944e-04,6.4198967705473240e-06,2.1610277520945406e-03,9.1641261313985884e-06
4.1512593650711407e+06,2.1692872045169140e-03,1.0050451485319930e-05,-4.0496026785182302e-04,6.4729067959514972e-06,-2.0196945929004673e-04,7.2188716695312168e-06,-4.0673456744132343e-04,8.0213001026748781e-06,2.1981651789335422e-03,6.0149499645627502e-06,-4.2819937939702929e-04,7.4416244073174783e-06,-2.0235393947301501e-04,7.5398358724260185e-06,-4.2685279187607651e-04,6.2465101541355791e-06,2.1613857637963643e-03,8.9201335194760839e-06
4.4481545507221343e+06,2.1696816473714318e-03,9.7860796132255368e-06,-4.0470878258197312e-04,6.2980226810617632e-06,-2.0169431813389147e-04,7.0157650673046585e-06,-4.0642247518782033e-04,7.8051590664669928e-06,2.1983954242499291e-03,5.8488945835233753e-06,-4.2791084124791751e-04,7.2396639215968577e-06,-2.0206587590239445e-04,7.3287187613955402e-06,-4.2661054575574887e-04,6.0771343040020030e-06,2.1617331551966015e-03,8.6816343397199104e-06
4.7662834737792779e+06,2.1700644869180638e-03,9.5275331763939778e-06,-4.0446488072901115e-04,6.1272294726314027e-06,-2.0142771859093253e-04,6.8178589875557205e-06,-4.0611978275396546e-04,7.5940369269823557e-06,2.1986187240695064e-03,5.6869860568059402e-06,-4.2763103253455381e-04,7.0424773726555641e-06,-2.0178672503096389e-04,7.1229515234483750e-06,-4.2637561913043447e-04,5.9117576595743219e-06,2.1620702259488520e-03,8.4486193774591429e-06
5.1071647563894549e+06,2.1704360484923846e-03,9.2748142378794400e-06,-4.0422833529238128e-04,5.9605126522773225e-06,-2.0116938662182373e-04,6.6251015863027829e-06,-4.0582620977524077e-04,7.3879191003332501e-06,2.1988352871293629e-03,5.5291839087246553e-06,-4.2735968979601771e-04,6.8500442071554005e-06,-2.0151620315035819e-04,6.9224847261462386e-06,-4.2614779166168124e-04,5.7503629770560209e-06,2.1623972733366393e-03,8.2210718592331547e-06
5.4724256315004174e+06,2.1707966553968124e-03,9.0279158759917922e-06,-4.0399892213021987e-04,5.7978519922446633e-06,-2.0091905333859144e-04,6.4374358085028698e-06,-4.0554147930289310e-04,7.1867837465997176e-06,2.1990453193820028e-03,5.3754442622063644e-06,-4.2709655308843450e-04,6.6623374198311359e-06,-2.0125403168608929e-04,6.7272633242425541e-06,-4.2592684591641599e-04,5.5929276495540062e-06,2.1627145919847139e-03,7.9989677826299666e-06
5.8638097106298050e+06,2.1711466285560393e-03,8.7868225430643834e-06,-4.0377642008889223e-04,5.6392218687841046e-06,-2.0067645503304076e-04,6.2547997728781693e-06,-4.0526531797595029e-04,6.9906021641958131e-06,2.1992490239009241e-03,5.2257200062847722e-06,-4.2684136612048632e-04,6.4793239196847533e-06,-2.0099993724289448e-04,6.5372270592036308e-06,-4.2571256748049599e-04,5.4394240074723737e-06,2.1630224736077226e-03,7.7822762323664749e-06
6.2831853071795879e+06,2.1714862862146178e-03,8.5515104076251446e-06,-4.0356061110821288e-04,5.4845915537729050e-06,-2.0044133318127130e-04,6.0771271234145109e-06,-4.0499745616217090e-04,6.7993391574422849e-06,2.1994466008054200e-03,5.0799609509811078e-06,-4.2659387636128867e-04,6.3009648699691292e-06,-2.0075365162452151e-04,6.3523108249591272e-06,-4.2550474504950923e-04,5.2898195974163637e-06,2.1633212067940864e-03,7.5709596788527441e-06
