omega,re_0,im_0,re_1,im_1,re_2,im_2
6211.262279715393,7.212278506683593e-08,2.0806473879639346e-05,1.226402228474161e-07,2.097470960608991e-05,1.6358368807448355e-06,2.352360637327022e-05
6466.657630609518,7.332637786378654e-08,2.166062846580922e-05,1.245550936805474e-07,2.1834843072273355e-05,1.669283589844848e-06,2.4462883364991277e-05
6732.554355028208,7.455099034972646e-08,2.254991126598692e-05,1.2651923323153367e-07,2.2730372140719852e-05,1.704113701954845e-06,2.5440201879909705e-05
7009.38424957824,7.579310721139846e-08,2.347572862634577e-05,1.285338974623817e-07,2.366271255589091e-05,1.7403886493837583e-06,2.6457035613406363e-05
7297.596865525738,7.705204327620777e-08,2.4439567430807498e-05,1.3060293754832943e-07,2.4633360774060463e-05,1.7781740718019226e-06,2.7514936110785108e-05
7597.660238834169,7.832829872807357e-08,2.5443029187771537e-05,1.3273136943777893e-07,2.5643928457373932e-05,1.8175370379127516e-06,2.8615571381241054e-05
7910.061650220118,7.962207420636596e-08,2.648772323323568e-05,1.3492405688198686e-07,2.669603492795212e-05,1.8585452421615748e-06,2.9760616844980537e-05
8235.30841646112,8.093272723775318e-08,2.7575353530735102e-05,1.37185397879094e-07,2.7791394661513924e-05,1.9012681149242735e-06,3.095184498918578e-05
8573.92871424056,8.226115046697014e-08,2.8707682423162702e-05,1.3952121983648455e-07,2.8931780584807483e-05,1.945776666107209e-06,3.219108694575296e-05
8926.472437867556,8.360748374215109e-08,2.988654665739855e-05,1.4193695094718627e-07,3.0119040404192122e-05,1.9921434633186938e-06,3.348025008280809e-05
9293.512092264567,8.497092189064448e-08,3.1113859146944226e-05,1.4443744181347495e-07,3.135509835621498e-05,2.0404421102874987e-06,3.4821319285550775e-05
9675.643722673107,8.635128091856686e-08,3.239160895985662e-05,1.470283090627577e-07,3.2641955065033706e-05,2.0907484368573973e-06,3.621635698989554e-05
10073.487882587067,8.774678121080229e-08,3.372185580587923e-05,1.4971408070884266e-07,3.398168233246884e-05,2.143139188601417e-06,3.766749871359404e-05
10487.690641485688,8.915957185863533e-08,3.5106784888348826e-05,1.5250281324901777e-07,3.537647723405435e-05,2.1976945573965383e-06,3.917700288740217e-05
10918.924634002584,9.059356276361762e-08,3.654864081779667e-05,1.5540430996158909e-07,3.6828596621181963e-05,2.254497439212753e-06,4.074719037114026e-05
11367.890152234633,9.203991367922393e-08,3.8049748001945595e-05,1.5841808068375933e-07,3.8340378514946114e-05,2.3136274900185625e-06,4.238046736901606e-05
11835.316282964517,9.349403236481884e-08,3.961255301386478e-05,1.615474034117714e-07,3.991428253566658e-05,2.3751668765757053e-06,4.4079358423872656e-05
12321.962091643712,9.498223505321073e-08,4.123958362379427e-05,1.6482192362987578e-07,4.155284856868237e-05,2.439218486837888e-06,4.584647006001313e-05
12828.617855058625,9.649585862917824e-08,4.293351983271022e-05,1.6824181756284387e-07,4.325877087766721e-05,2.5058609820605846e-06,4.768456119003958e-05
13356.106344681619,9.799384314412841e-08,4.4697043477094865e-05,1.7178157338783482e-07,4.5034747842783654e-05,2.5751746358092654e-06,4.959641116961753e-05
13905.284162791027,9.952397190874471e-08,4.653306661895236e-05,1.7548920925949948e-07,4.6883703220686264e-05,2.6472703009292132e-06,5.158499912771074e-05
14477.043133529785,1.0106791031214633e-07,4.8444556841404955e-05,1.793586528391845e-07,4.880862026343631e-05,2.7222382235217187e-06,5.3653388085364425e-05
15072.311751161988,1.026236783575932e-07,5.043461298956587e-05,1.8339755781214527e-07,5.081261318816527e-05,2.8001750499737693e-06,5.580476196385631e-05
15692.056687878789,1.0419737272847714e-07,5.250647210201575e-05,1.8762080660342285e-07,5.289893399443373e-05,2.8811845294655743e-06,5.804244023124219e-05
16337.28436360253,1.0578403350360688e-07,5.466349254380443e-05,1.9203476406760943e-07,5.507095688722152e-05,2.9653695408226618e-06,6.036988294262848e-05
17009.04258033824,1.0738051081751936e-07,5.6909178346524316e-05,1.9664718621423693e-07,5.733220256633611e-05,3.0528311548897293e-06,6.279066703834478e-05
17708.422223726546,1.08991630770122e-07,5.924717793836077e-05,2.014732977004547e-07,5.9686336140840264e-05,3.143681817775484e-06,6.530851508987474e-05
18436.55903456127,1.1061295385246e-07,6.168124880996546e-05,2.0652221706476792e-07,6.213712822478472e-05,3.2380328047393557e-06,6.79273813299016e-05
19194.635453148407,1.1224507189941209e-07,6.421540627603215e-05,2.1180514336074135e-07,6.468861615764669e-05,3.335993814620588e-06,7.065122738572468e-05
